"iter","m","uniform_cluster_size","seed"
552,50,60,316859
553,50,60,641604
554,50,60,987389
555,50,60,315600
556,50,60,815874
557,50,60,470485
558,50,60,910568
559,50,60,794091
560,50,60,245787
561,50,60,259131
562,50,60,225970
563,50,60,874040
564,50,60,833021
565,50,60,431772
566,50,60,804059
567,50,60,887767
568,50,60,516344
569,50,60,282771
570,50,60,363311
571,50,60,630840
572,50,60,622281
573,50,60,619826
574,50,60,492651
575,50,60,311834
576,50,60,808328
577,50,60,253065
578,50,60,24476
579,50,60,637289
580,50,60,797018
581,50,60,91676
582,50,60,138170
583,50,60,411603
584,50,60,359170
585,50,60,797961
586,50,60,192585
587,50,60,249781
588,50,60,457242
589,50,60,307264
590,50,60,796071
591,50,60,90010
592,50,60,795493
593,50,60,779921
594,50,60,334653
595,50,60,465618
596,50,60,358695
597,50,60,238186
598,50,60,918923
599,50,60,434289
600,50,60,67828
601,50,60,127451
602,50,60,887930
603,50,60,280780
604,50,60,104149
605,50,60,471750
606,50,60,252320
607,50,60,530399
608,50,60,710325
609,50,60,27403
610,50,60,365537
611,50,60,67192
612,50,60,312976
613,50,60,488178
614,50,60,989542
615,50,60,326962
616,50,60,582035
617,50,60,965986
618,50,60,132792
619,50,60,531325
620,50,60,107954
621,50,60,160362
622,50,60,175344
623,50,60,991710
624,50,60,717543
625,50,60,454855
626,50,60,44809
627,50,60,982378
628,50,60,556626
629,50,60,276107
630,50,60,461428
631,50,60,305328
632,50,60,322402
633,50,60,533460
634,50,60,779578
635,50,60,187459
636,50,60,296838
637,50,60,839001
638,50,60,857273
639,50,60,280846
640,50,60,780599
641,50,60,60343
642,50,60,162403
643,50,60,745552
644,50,60,473440
645,50,60,181790
646,50,60,95611
647,50,60,520511
648,50,60,424049
649,50,60,382618
650,50,60,942910
651,50,60,162853
652,50,60,108838
653,50,60,798418
654,50,60,921078
655,50,60,803619
656,50,60,182751
657,50,60,147844
658,50,60,360135
659,50,60,841557
660,50,60,793881
661,50,60,862763
662,50,60,616251
663,50,60,483079
664,50,60,732634
665,50,60,757431
666,50,60,199857
667,50,60,602195
668,50,60,814394
669,50,60,205306
670,50,60,121599
671,50,60,832394
672,50,60,492964
673,50,60,948659
674,50,60,71364
675,50,60,48326
676,50,60,325949
677,50,60,435211
678,50,60,719495
679,50,60,168075
680,50,60,829620
681,50,60,907336
682,50,60,45244
683,50,60,347198
684,50,60,982423
685,50,60,865370
686,50,60,432114
687,50,60,619073
688,50,60,626926
689,50,60,226109
690,50,60,583321
691,50,60,159227
692,50,60,577625
693,50,60,860526
694,50,60,83121
695,50,60,382636
696,50,60,666688
697,50,60,813383
698,50,60,629877
699,50,60,375633
700,50,60,616221
701,50,60,948794
702,50,60,248656
703,50,60,689690
704,50,60,911584
705,50,60,976376
706,50,60,295029
707,50,60,824587
708,50,60,953918
709,50,60,584112
710,50,60,653554
711,50,60,303966
712,50,60,739534
713,50,60,684811
714,50,60,842114
715,50,60,928551
716,50,60,722592
717,50,60,62839
718,50,60,757247
719,50,60,750978
720,50,60,895812
721,50,60,931185
722,50,60,57499
723,50,60,445664
724,50,60,21209
725,50,60,153281
726,50,60,166332
727,50,60,537685
728,50,60,913771
729,50,60,675506
730,50,60,397989
731,50,60,375937
732,50,60,827326
733,50,60,692562
734,50,60,434692
735,50,60,658602
736,50,60,397963
737,50,60,292074
738,50,60,524153
739,50,60,296028
740,50,60,460157
741,50,60,640327
742,50,60,454141
743,50,60,939958
744,50,60,922554
745,50,60,554729
746,50,60,453903
747,50,60,569032
748,50,60,960473
749,50,60,416351
750,50,60,712525
751,50,60,236947
752,50,60,7666
753,50,60,845871
754,50,60,825998
755,50,60,203909
756,50,60,432223
757,50,60,42103
758,50,60,782166
759,50,60,517490
760,50,60,546108
761,50,60,431867
762,50,60,400276
763,50,60,700166
764,50,60,324343
765,50,60,555896
766,50,60,796118
767,50,60,970259
768,50,60,747319
769,50,60,302524
770,50,60,301101
771,50,60,964815
772,50,60,367240
773,50,60,306949
774,50,60,413088
775,50,60,906843
776,50,60,852739
777,50,60,863449
778,50,60,806973
779,50,60,736178
780,50,60,277794
781,50,60,759577
782,50,60,370493
783,50,60,925374
784,50,60,724190
785,50,60,930987
786,50,60,74172
787,50,60,236293
788,50,60,856764
789,50,60,256009
790,50,60,703112
791,50,60,758148
792,50,60,427220
793,50,60,962971
794,50,60,214524
795,50,60,479902
796,50,60,329624
797,50,60,208546
798,50,60,977977
799,50,60,57583
800,50,60,935843
801,50,60,554625
802,50,60,616011
803,50,60,260857
804,50,60,106836
805,50,60,915833
806,50,60,966564
807,50,60,69283
808,50,60,276805
809,50,60,78508
810,50,60,150300
811,50,60,78962
812,50,60,262612
813,50,60,300042
814,50,60,437136
815,50,60,407193
816,50,60,955155
817,50,60,197488
818,50,60,152193
819,50,60,717167
820,50,60,445226
821,50,60,18348
822,50,60,498553
823,50,60,972714
824,50,60,182333
825,50,60,97211
826,50,60,302730
827,50,60,704948
828,50,60,943826
829,50,60,703315
830,50,60,344733
831,50,60,547510
832,50,60,642697
833,50,60,509479
834,50,60,105502
835,50,60,955618
836,50,60,313323
837,50,60,619399
838,50,60,561404
839,50,60,645118
840,50,60,195607
841,50,60,769634
842,50,60,463969
843,50,60,769067
844,50,60,197318
845,50,60,861622
846,50,60,216353
847,50,60,557196
848,50,60,54177
849,50,60,51412
850,50,60,572488
851,50,60,299028
852,50,60,994028
853,50,60,840853
854,50,60,42051
855,50,60,86344
856,50,60,754047
857,50,60,390578
858,50,60,681838
859,50,60,55484
860,50,60,805551
861,50,60,861206
862,50,60,243499
863,50,60,279628
864,50,60,397680
865,50,60,576060
866,50,60,629449
867,50,60,955004
868,50,60,141638
869,50,60,558729
870,50,60,825699
871,50,60,590669
872,50,60,35525
873,50,60,295524
874,50,60,3980
875,50,60,70611
876,50,60,687657
877,50,60,961832
878,50,60,979866
879,50,60,6952
880,50,60,997285
881,50,60,119685
882,50,60,764025
883,50,60,258768
884,50,60,90806
885,50,60,158816
886,50,60,286561
887,50,60,721204
888,50,60,176808
889,50,60,764109
890,50,60,545704
891,50,60,430309
892,50,60,355042
893,50,60,514781
894,50,60,756308
895,50,60,815397
896,50,60,822731
897,50,60,65356
898,50,60,208757
899,50,60,521840
900,50,60,58532
901,50,60,33656
902,50,60,479461
903,50,60,434720
904,50,60,765444
905,50,60,762348
906,50,60,943808
907,50,60,276057
908,50,60,935365
909,50,60,940377
910,50,60,590228
911,50,60,727436
912,50,60,742766
913,50,60,482873
914,50,60,397551
915,50,60,101278
916,50,60,154370
917,50,60,499791
918,50,60,530611
919,50,60,339281
920,50,60,912477
921,50,60,327989
922,50,60,663694
923,50,60,445669
924,50,60,936735
925,50,60,176273
926,50,60,873411
927,50,60,860427
928,50,60,145095
929,50,60,6124
930,50,60,996190
931,50,60,477424
932,50,60,845699
933,50,60,96810
934,50,60,926557
935,50,60,642020
936,50,60,745505
937,50,60,164507
938,50,60,572201
939,50,60,621334
940,50,60,822802
941,50,60,835952
942,50,60,921165
943,50,60,717021
944,50,60,912239
945,50,60,246392
946,50,60,757749
947,50,60,815549
948,50,60,339174
949,50,60,249866
950,50,60,368320
951,50,60,749435
952,50,60,581248
953,50,60,963646
954,50,60,968972
955,50,60,631309
956,50,60,895410
957,50,60,660951
958,50,60,650078
959,50,60,923702
960,50,60,146319
961,50,60,778975
962,50,60,661277
963,50,60,660072
964,50,60,404424
965,50,60,853153
966,50,60,531766
967,50,60,68266
968,50,60,669926
969,50,60,764625
970,50,60,793606
971,50,60,368785
972,50,60,680428
973,50,60,760143
974,50,60,958034
975,50,60,735128
976,50,60,973308
977,50,60,754140
978,50,60,544494
979,50,60,924133
980,50,60,524285
981,50,60,325321
982,50,60,267813
983,50,60,626447
984,50,60,961846
985,50,60,223111
986,50,60,502433
987,50,60,989209
988,50,60,776569
989,50,60,571305
990,50,60,709075
991,50,60,262189
992,50,60,540773
993,50,60,836492
994,50,60,642056
995,50,60,518223
996,50,60,286472
997,50,60,328596
998,50,60,390220
999,50,60,907967
1000,50,60,863750
1,100,30,695046
2,100,30,152303
3,100,30,273131
4,100,30,842371
5,100,30,311915
6,100,30,15320
7,100,30,469257
8,100,30,939582
9,100,30,217692
10,100,30,934094
11,100,30,923077
12,100,30,298100
13,100,30,935713
14,100,30,252717
15,100,30,618507
16,100,30,176127
17,100,30,250401
18,100,30,752807
19,100,30,223885
20,100,30,3598
21,100,30,286219
22,100,30,519360
23,100,30,98308
24,100,30,35376
25,100,30,180850
26,100,30,868526
27,100,30,285534
28,100,30,700827
29,100,30,348419
30,100,30,544994
31,100,30,809659
32,100,30,727319
33,100,30,582037
34,100,30,699186
35,100,30,863700
36,100,30,906365
37,100,30,139640
38,100,30,107073
39,100,30,339200
40,100,30,460046
41,100,30,457222
42,100,30,675864
43,100,30,161911
44,100,30,509184
45,100,30,997736
46,100,30,488422
47,100,30,937396
48,100,30,367048
49,100,30,264549
50,100,30,436013
51,100,30,798147
52,100,30,90958
53,100,30,926560
54,100,30,998092
55,100,30,171483
56,100,30,624701
57,100,30,422968
58,100,30,469646
59,100,30,249227
60,100,30,190518
61,100,30,824229
62,100,30,627165
63,100,30,677207
64,100,30,827282
65,100,30,109564
66,100,30,522850
67,100,30,168636
68,100,30,918554
69,100,30,424181
70,100,30,338395
71,100,30,300449
72,100,30,310562
73,100,30,34741
74,100,30,224026
75,100,30,57897
76,100,30,276291
77,100,30,920921
78,100,30,356353
79,100,30,127358
80,100,30,991105
81,100,30,753875
82,100,30,696080
83,100,30,619581
84,100,30,476359
85,100,30,459931
86,100,30,114027
87,100,30,429690
88,100,30,295161
89,100,30,3527
90,100,30,895630
91,100,30,777
92,100,30,686575
93,100,30,9368
94,100,30,612872
95,100,30,83454
96,100,30,160076
97,100,30,643888
98,100,30,113813
99,100,30,471947
100,100,30,55176
101,100,30,53829
102,100,30,832505
103,100,30,538526
104,100,30,367696
105,100,30,592018
106,100,30,787557
107,100,30,866317
108,100,30,975943
109,100,30,516040
110,100,30,528151
111,100,30,369535
112,100,30,493350
113,100,30,546498
114,100,30,800489
115,100,30,537404
116,100,30,228630
117,100,30,732643
118,100,30,817010
119,100,30,425604
120,100,30,575706
121,100,30,258721
122,100,30,818098
123,100,30,426869
124,100,30,888161
125,100,30,121771
126,100,30,138934
127,100,30,48334
128,100,30,235161
129,100,30,324221
130,100,30,240995
131,100,30,624387
132,100,30,321213
133,100,30,573251
134,100,30,912902
135,100,30,66477
136,100,30,411371
137,100,30,738595
138,100,30,85560
139,100,30,104494
140,100,30,952319
141,100,30,985640
142,100,30,282426
143,100,30,473463
144,100,30,996051
145,100,30,392584
146,100,30,223500
147,100,30,176567
148,100,30,41274
149,100,30,460298
150,100,30,395998
151,100,30,839420
152,100,30,470766
153,100,30,152059
154,100,30,144352
155,100,30,242728
156,100,30,97525
157,100,30,303959
158,100,30,614468
159,100,30,613792
160,100,30,319590
161,100,30,376732
162,100,30,774807
163,100,30,69178
164,100,30,119158
165,100,30,689632
166,100,30,205903
167,100,30,630088
168,100,30,378102
169,100,30,885113
170,100,30,237203
171,100,30,972001
172,100,30,981873
173,100,30,543028
174,100,30,880286
175,100,30,645430
176,100,30,554299
177,100,30,535839
178,100,30,699534
179,100,30,144887
180,100,30,901397
181,100,30,378760
182,100,30,957288
183,100,30,489096
184,100,30,605233
185,100,30,471514
186,100,30,915250
187,100,30,581112
188,100,30,378225
189,100,30,784602
190,100,30,80056
191,100,30,53314
192,100,30,11238
193,100,30,749444
194,100,30,692630
195,100,30,992213
196,100,30,397341
197,100,30,397364
198,100,30,602949
199,100,30,257080
200,100,30,301855
201,100,30,97570
202,100,30,208065
203,100,30,122335
204,100,30,116048
205,100,30,785725
206,100,30,424532
207,100,30,12831
208,100,30,693453
209,100,30,420961
210,100,30,31243
211,100,30,723185
212,100,30,702058
213,100,30,501172
214,100,30,701940
215,100,30,827298
216,100,30,248003
217,100,30,824788
218,100,30,32815
219,100,30,500047
220,100,30,80196
221,100,30,945735
222,100,30,909616
223,100,30,724626
224,100,30,95315
225,100,30,14762
226,100,30,710317
227,100,30,658241
228,100,30,406046
229,100,30,322957
230,100,30,18390
231,100,30,154520
232,100,30,214363
233,100,30,775161
234,100,30,267965
235,100,30,94222
236,100,30,830523
237,100,30,894601
238,100,30,679163
239,100,30,48752
240,100,30,262642
241,100,30,106919
242,100,30,139435
243,100,30,516301
244,100,30,194066
245,100,30,355038
246,100,30,596510
247,100,30,371062
248,100,30,974941
249,100,30,432726
250,100,30,120146
251,100,30,878612
252,100,30,301924
253,100,30,715753
254,100,30,946101
255,100,30,571714
256,100,30,744570
257,100,30,143648
258,100,30,108582
259,100,30,84817
260,100,30,943413
261,100,30,643568
262,100,30,639633
263,100,30,468023
264,100,30,816175
265,100,30,324470
266,100,30,412546
267,100,30,32662
268,100,30,623000
269,100,30,767937
270,100,30,787706
271,100,30,969085
272,100,30,6032
273,100,30,793735
274,100,30,242210
275,100,30,554440
276,100,30,597138
277,100,30,337455
278,100,30,207625
279,100,30,886904
280,100,30,674013
281,100,30,407385
282,100,30,201527
283,100,30,787588
284,100,30,707776
285,100,30,57956
286,100,30,738101
287,100,30,56015
288,100,30,409310
289,100,30,243403
290,100,30,350685
291,100,30,238437
292,100,30,422865
293,100,30,267021
294,100,30,340235
295,100,30,539202
296,100,30,127502
297,100,30,657514
298,100,30,441593
299,100,30,446329
300,100,30,151881
301,100,30,758786
302,100,30,519972
303,100,30,830112
304,100,30,740006
305,100,30,482370
306,100,30,454844
307,100,30,773194
308,100,30,950299
309,100,30,207059
310,100,30,2580
311,100,30,491319
312,100,30,416364
313,100,30,829680
314,100,30,97983
315,100,30,730232
316,100,30,879222
317,100,30,197521
318,100,30,959083
319,100,30,875354
320,100,30,266106
321,100,30,229021
322,100,30,12461
323,100,30,725127
324,100,30,499610
325,100,30,783378
326,100,30,746562
327,100,30,931693
328,100,30,690311
329,100,30,920210
330,100,30,13122
331,100,30,642417
332,100,30,425286
333,100,30,726744
334,100,30,665844
335,100,30,969329
336,100,30,662049
337,100,30,292469
338,100,30,670748
339,100,30,699479
340,100,30,955086
341,100,30,838934
342,100,30,770544
343,100,30,494714
344,100,30,305117
345,100,30,788377
346,100,30,731636
347,100,30,43643
348,100,30,351530
349,100,30,609058
350,100,30,324603
351,100,30,502869
352,100,30,445332
353,100,30,589325
354,100,30,486523
355,100,30,87900
356,100,30,997860
357,100,30,315625
358,100,30,440578
359,100,30,843201
360,100,30,250259
361,100,30,387459
362,100,30,394558
363,100,30,846897
364,100,30,919003
365,100,30,875387
366,100,30,605458
367,100,30,195951
368,100,30,943251
369,100,30,228252
370,100,30,202596
371,100,30,483434
372,100,30,435241
373,100,30,353933
374,100,30,119099
375,100,30,980918
376,100,30,717330
377,100,30,555386
378,100,30,646126
379,100,30,176001
380,100,30,15098
381,100,30,145074
382,100,30,669028
383,100,30,112066
384,100,30,132509
385,100,30,86426
386,100,30,941852
387,100,30,979526
388,100,30,27522
389,100,30,366804
390,100,30,548123
391,100,30,866825
392,100,30,448449
393,100,30,713433
394,100,30,225892
395,100,30,108549
396,100,30,794505
397,100,30,568225
398,100,30,237330
399,100,30,57072
400,100,30,924201
401,100,30,706052
402,100,30,959671
403,100,30,187980
404,100,30,592687
405,100,30,332970
406,100,30,408681
407,100,30,507136
408,100,30,38531
409,100,30,662568
410,100,30,412146
411,100,30,969366
412,100,30,370416
413,100,30,642662
414,100,30,975026
415,100,30,351201
416,100,30,35494
417,100,30,416447
418,100,30,879653
419,100,30,483978
420,100,30,501283
421,100,30,459476
422,100,30,710871
423,100,30,178768
424,100,30,316910
425,100,30,975783
426,100,30,780164
427,100,30,606960
428,100,30,532033
429,100,30,772206
430,100,30,296881
431,100,30,257866
432,100,30,877448
433,100,30,276533
434,100,30,31413
435,100,30,204888
436,100,30,203409
437,100,30,692832
438,100,30,478362
439,100,30,636153
440,100,30,670785
441,100,30,650565
442,100,30,266667
443,100,30,308695
444,100,30,933152
445,100,30,142511
446,100,30,370123
447,100,30,72276
448,100,30,124933
449,100,30,905316
450,100,30,47188
451,100,30,291392
452,100,30,855200
453,100,30,304163
454,100,30,859040
455,100,30,678741
456,100,30,174714
457,100,30,392917
458,100,30,31655
459,100,30,937946
460,100,30,135981
461,100,30,493971
462,100,30,114361
463,100,30,184644
464,100,30,925170
465,100,30,873969
466,100,30,607578
467,100,30,268217
468,100,30,818216
469,100,30,15517
470,100,30,653953
471,100,30,530609
472,100,30,924551
473,100,30,92302
474,100,30,967954
475,100,30,812009
476,100,30,303223
477,100,30,197419
478,100,30,592916
479,100,30,150603
480,100,30,285508
481,100,30,266691
482,100,30,152741
483,100,30,629345
484,100,30,887634
485,100,30,558278
486,100,30,733034
487,100,30,319276
488,100,30,11918
489,100,30,297141
490,100,30,185123
491,100,30,600635
492,100,30,694332
493,100,30,374702
494,100,30,9531
495,100,30,665011
496,100,30,391622
497,100,30,144150
498,100,30,634698
499,100,30,406190
500,100,30,434598
501,100,30,70634
502,100,30,156232
503,100,30,743186
504,100,30,646494
505,100,30,234377
506,100,30,102847
507,100,30,268763
508,100,30,52535
509,100,30,767476
510,100,30,609242
511,100,30,691803
512,100,30,437389
513,100,30,184113
514,100,30,486405
515,100,30,92822
516,100,30,687905
517,100,30,209764
518,100,30,141104
519,100,30,768032
520,100,30,152396
521,100,30,449188
522,100,30,130361
523,100,30,268422
524,100,30,235686
525,100,30,539782
526,100,30,549021
527,100,30,105101
528,100,30,345676
529,100,30,897575
530,100,30,189766
531,100,30,172478
532,100,30,788080
533,100,30,417934
534,100,30,789606
535,100,30,802140
536,100,30,359822
537,100,30,853369
538,100,30,450297
539,100,30,756113
540,100,30,32363
541,100,30,786349
542,100,30,845667
543,100,30,75055
544,100,30,265299
545,100,30,119137
546,100,30,255122
547,100,30,967948
548,100,30,829174
549,100,30,979298
550,100,30,342373
551,100,30,513718
552,100,30,682361
553,100,30,912765
554,100,30,535870
555,100,30,821474
556,100,30,352517
557,100,30,365481
558,100,30,733047
559,100,30,878137
560,100,30,274213
561,100,30,617860
562,100,30,268055
563,100,30,789487
564,100,30,570442
565,100,30,806243
566,100,30,106561
567,100,30,673124
568,100,30,985268
569,100,30,324653
570,100,30,442772
571,100,30,102236
572,100,30,579849
573,100,30,452577
574,100,30,311570
575,100,30,189446
576,100,30,821946
577,100,30,172383
578,100,30,65166
579,100,30,637381
580,100,30,649285
581,100,30,189105
582,100,30,464314
583,100,30,566167
584,100,30,736707
585,100,30,7087
586,100,30,732836
587,100,30,510967
588,100,30,107029
589,100,30,820219
590,100,30,907509
591,100,30,944916
592,100,30,621568
593,100,30,156076
594,100,30,468682
595,100,30,115473
596,100,30,851065
597,100,30,700354
598,100,30,251701
599,100,30,656670
600,100,30,541474
601,100,30,393462
602,100,30,863974
603,100,30,537471
604,100,30,278160
605,100,30,749415
606,100,30,667148
607,100,30,907603
608,100,30,219163
609,100,30,652956
610,100,30,722733
611,100,30,247548
612,100,30,649852
613,100,30,24574
614,100,30,523507
615,100,30,13367
616,100,30,279379
617,100,30,743534
618,100,30,520298
619,100,30,833062
620,100,30,880237
621,100,30,208558
622,100,30,341004
623,100,30,798950
624,100,30,1661
625,100,30,4466
626,100,30,752191
627,100,30,53079
628,100,30,46284
629,100,30,960540
630,100,30,32337
631,100,30,551517
632,100,30,380815
633,100,30,388003
634,100,30,121811
635,100,30,677466
636,100,30,473008
637,100,30,432470
638,100,30,498074
639,100,30,688333
640,100,30,10481
641,100,30,619252
642,100,30,846630
643,100,30,211932
644,100,30,105273
645,100,30,757874
646,100,30,259656
647,100,30,801503
648,100,30,718083
649,100,30,288394
650,100,30,726446
651,100,30,819394
652,100,30,294011
653,100,30,469856
654,100,30,230620
655,100,30,229222
656,100,30,389497
657,100,30,662731
658,100,30,657731
659,100,30,872396
660,100,30,624614
661,100,30,829655
662,100,30,172535
663,100,30,868078
664,100,30,132903
665,100,30,471539
666,100,30,551153
667,100,30,699515
668,100,30,135082
669,100,30,979634
670,100,30,315118
671,100,30,812083
672,100,30,837795
673,100,30,908732
674,100,30,347268
675,100,30,801382
676,100,30,453769
677,100,30,752338
678,100,30,63574
679,100,30,957354
680,100,30,436761
681,100,30,57241
682,100,30,345203
683,100,30,843214
684,100,30,85485
685,100,30,129669
686,100,30,386373
687,100,30,770882
688,100,30,666945
689,100,30,924111
690,100,30,299612
691,100,30,624558
692,100,30,605619
693,100,30,4140
694,100,30,768325
695,100,30,253990
696,100,30,142063
697,100,30,357326
698,100,30,907652
699,100,30,803163
700,100,30,436550
701,100,30,618236
702,100,30,378282
703,100,30,704371
704,100,30,736574
705,100,30,617540
706,100,30,586913
707,100,30,290912
708,100,30,347423
709,100,30,880751
710,100,30,549747
711,100,30,303212
712,100,30,818930
713,100,30,336713
714,100,30,643560
715,100,30,31057
716,100,30,721558
717,100,30,865699
718,100,30,560944
719,100,30,326951
720,100,30,585672
721,100,30,712470
722,100,30,635276
723,100,30,168663
724,100,30,236047
725,100,30,890644
726,100,30,69983
727,100,30,541778
728,100,30,700300
729,100,30,633519
730,100,30,866230
731,100,30,99081
732,100,30,269269
733,100,30,951195
734,100,30,76760
735,100,30,744238
736,100,30,937561
737,100,30,379280
738,100,30,662106
739,100,30,485895
740,100,30,438988
741,100,30,68727
742,100,30,895972
743,100,30,659524
744,100,30,918021
745,100,30,768293
746,100,30,547692
747,100,30,610612
748,100,30,921443
749,100,30,208378
750,100,30,593893
751,100,30,972133
752,100,30,879918
753,100,30,321498
754,100,30,379355
755,100,30,890787
756,100,30,192844
757,100,30,647855
758,100,30,145595
759,100,30,227871
760,100,30,886045
761,100,30,178347
762,100,30,296526
763,100,30,552117
764,100,30,227505
765,100,30,76623
766,100,30,951248
767,100,30,364802
768,100,30,672048
769,100,30,213933
770,100,30,861464
771,100,30,78969
772,100,30,158543
773,100,30,133281
774,100,30,846292
775,100,30,341707
776,100,30,146173
777,100,30,302167
778,100,30,198775
779,100,30,904983
780,100,30,256921
781,100,30,747140
782,100,30,421422
783,100,30,733249
784,100,30,496483
785,100,30,415377
786,100,30,350654
787,100,30,806964
788,100,30,318607
789,100,30,600737
790,100,30,29789
791,100,30,47744
792,100,30,959279
793,100,30,321533
794,100,30,950816
795,100,30,873726
796,100,30,622070
797,100,30,673284
798,100,30,842721
799,100,30,735977
800,100,30,803777
801,100,30,19803
802,100,30,4102
803,100,30,846698
804,100,30,225543
805,100,30,623168
806,100,30,618245
807,100,30,549263
808,100,30,122592
809,100,30,13846
810,100,30,134803
811,100,30,892722
812,100,30,167011
813,100,30,932846
814,100,30,923080
815,100,30,822315
816,100,30,594199
817,100,30,727911
818,100,30,274701
819,100,30,165121
820,100,30,993293
821,100,30,747003
822,100,30,779084
823,100,30,161489
824,100,30,348987
825,100,30,576662
826,100,30,213158
827,100,30,491940
828,100,30,177963
829,100,30,620134
830,100,30,353209
831,100,30,607175
832,100,30,124892
833,100,30,464538
834,100,30,204175
835,100,30,124639
836,100,30,37725
837,100,30,286829
838,100,30,113974
839,100,30,293339
840,100,30,117040
841,100,30,183789
842,100,30,609214
843,100,30,389895
844,100,30,886605
845,100,30,701260
846,100,30,768964
847,100,30,951161
848,100,30,654950
849,100,30,243
850,100,30,330485
851,100,30,867972
852,100,30,512704
853,100,30,700532
854,100,30,806482
855,100,30,176801
856,100,30,919240
857,100,30,501156
858,100,30,63075
859,100,30,598512
860,100,30,541726
861,100,30,734337
862,100,30,4117
863,100,30,167242
864,100,30,334048
865,100,30,676446
866,100,30,670692
867,100,30,606036
868,100,30,547736
869,100,30,269656
870,100,30,929497
871,100,30,588212
872,100,30,657497
873,100,30,771116
874,100,30,811885
875,100,30,773515
876,100,30,360794
877,100,30,555978
878,100,30,355863
879,100,30,37543
880,100,30,787
881,100,30,849819
882,100,30,791916
883,100,30,293786
884,100,30,775982
885,100,30,940173
886,100,30,205932
887,100,30,135661
888,100,30,700726
889,100,30,293259
890,100,30,780759
891,100,30,300523
892,100,30,602806
893,100,30,295750
894,100,30,174684
895,100,30,463769
896,100,30,222905
897,100,30,723609
898,100,30,53313
899,100,30,355202
900,100,30,132145
901,100,30,734913
902,100,30,349408
903,100,30,190442
904,100,30,281109
905,100,30,369878
906,100,30,40847
907,100,30,709700
908,100,30,167859
909,100,30,683262
910,100,30,197174
911,100,30,575980
912,100,30,974481
913,100,30,507998
914,100,30,801327
915,100,30,939063
916,100,30,335724
917,100,30,10365
918,100,30,306941
919,100,30,680709
920,100,30,193955
921,100,30,582587
922,100,30,773078
923,100,30,760787
924,100,30,242503
925,100,30,872218
926,100,30,26173
927,100,30,370919
928,100,30,601237
929,100,30,22942
930,100,30,921788
931,100,30,94303
932,100,30,627207
933,100,30,950230
934,100,30,741665
935,100,30,140224
936,100,30,974843
937,100,30,728444
938,100,30,835138
939,100,30,840711
940,100,30,464264
941,100,30,42794
942,100,30,796740
943,100,30,26375
944,100,30,796734
945,100,30,356641
946,100,30,391980
947,100,30,965087
948,100,30,96645
949,100,30,685102
950,100,30,343109
951,100,30,321488
952,100,30,791774
953,100,30,685816
954,100,30,118114
955,100,30,979122
956,100,30,506977
957,100,30,428828
958,100,30,658264
959,100,30,644436
960,100,30,359967
961,100,30,395657
962,100,30,957441
963,100,30,218350
964,100,30,776398
965,100,30,919596
966,100,30,206251
967,100,30,965799
968,100,30,18430
969,100,30,165784
970,100,30,643616
971,100,30,557604
972,100,30,113186
973,100,30,104132
974,100,30,430324
975,100,30,815035
976,100,30,991900
977,100,30,507587
978,100,30,251447
979,100,30,584329
980,100,30,805631
981,100,30,201877
982,100,30,884260
983,100,30,784976
984,100,30,464959
985,100,30,934261
986,100,30,166511
987,100,30,854695
988,100,30,806801
989,100,30,842162
990,100,30,3250
991,100,30,397638
992,100,30,146535
993,100,30,401518
994,100,30,652787
995,100,30,79616
996,100,30,989304
997,100,30,804421
998,100,30,844886
999,100,30,843465
1000,100,30,348946
1,30,200,813075
2,30,200,296250
3,30,200,600860
4,30,200,949440
5,30,200,75875
6,30,200,411897
7,30,200,435680
8,30,200,959932
9,30,200,666711
10,30,200,414840
11,30,200,327718
12,30,200,378480
13,30,200,673242
14,30,200,659775
15,30,200,421210
16,30,200,64757
17,30,200,713092
18,30,200,787894
19,30,200,886694
20,30,200,301298
21,30,200,945522
22,30,200,172507
23,30,200,406479
24,30,200,525688
25,30,200,725533
26,30,200,750856
27,30,200,353746
28,30,200,329301
29,30,200,25470
30,30,200,758918
31,30,200,406420
32,30,200,992682
33,30,200,309954
34,30,200,170038
35,30,200,765342
36,30,200,920080
37,30,200,203065
38,30,200,730824
39,30,200,984679
40,30,200,666684
41,30,200,442162
42,30,200,871244
43,30,200,992259
44,30,200,651325
45,30,200,440746
46,30,200,933951
47,30,200,230731
48,30,200,719776
49,30,200,88186
50,30,200,72653
51,30,200,420097
52,30,200,653740
53,30,200,216707
54,30,200,569163
55,30,200,312064
56,30,200,766291
57,30,200,618036
58,30,200,519031
59,30,200,650669
60,30,200,771786
61,30,200,40505
62,30,200,629203
63,30,200,778874
64,30,200,267728
65,30,200,596089
66,30,200,458919
67,30,200,814451
68,30,200,19666
69,30,200,408208
70,30,200,773003
71,30,200,853435
72,30,200,288061
73,30,200,966778
74,30,200,689102
75,30,200,732445
76,30,200,490195
77,30,200,447344
78,30,200,757083
79,30,200,240480
80,30,200,645275
81,30,200,72165
82,30,200,837987
83,30,200,63229
84,30,200,423913
85,30,200,961443
86,30,200,286466
87,30,200,353038
88,30,200,648410
89,30,200,614145
90,30,200,698019
91,30,200,920059
92,30,200,85928
93,30,200,530352
94,30,200,705278
95,30,200,32252
96,30,200,906057
97,30,200,348915
98,30,200,405530
99,30,200,23613
100,30,200,868715
101,30,200,792537
102,30,200,212610
103,30,200,100567
104,30,200,645899
