"","variable","type","n","mean","variance","target_3_moment","target_4_moment","std_mean","std_var","std_target_3_moment","std_target_4_moment","clinic_name"
"247","patient_classemergency","bin",2,0,0,0,0,0,0,0,0,"gastroenterology"
"248","patient_classoutpatient","bin",2,1,0,0,0,1,0,0,0,"gastroenterology"
"249","drive_thru_ind","num",2,0,0,0,0,0,0,0,0,"gastroenterology"
"250","std_pan_day","num",2,-0.645917082817738,0.611892139514759,5.55111512312578e-17,0.0936029975999873,0,1,1.15975954436721e-16,0.250000038699079,"gastroenterology"
"251","std_age","num",2,0.557639534197707,0.693291862021061,0,0.120163401486157,0,1,0,0.249999969517755,"gastroenterology"
"252","std_drive_thru_ind","num",2,-0.323864628063286,0,0,0,0,0,0,0,"gastroenterology"
"253","resultnegative","bin",2,1,0,0,0,1,0,0,0,"gi endoscopy ste"
"254","resultpositive","bin",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"255","pan_day","num",2,81.5,144.5,0,5220.0625,0,1,0,0.249999976053927,"gi endoscopy ste"
"256","age","num",2,12,8,0,16,0,1,0,0.25,"gi endoscopy ste"
"257","gendermale","bin",2,0.5,0.5,0,0.0625,0.5,0.5,0,0.0625,"gi endoscopy ste"
"258","demo_groupother adult","bin",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"259","demo_grouppatient","bin",2,1,0,0,0,1,0,0,0,"gi endoscopy ste"
"260","payor_groupcommercial","bin",2,1,0,0,0,1,0,0,0,"gi endoscopy ste"
"261","payor_groupgovernment","bin",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"262","payor_groupmedical assistance","bin",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"263","payor_groupother","bin",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"264","payor_groupself pay","bin",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"265","patient_classemergency","bin",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"266","patient_classoutpatient","bin",2,1,0,0,0,1,0,0,0,"gi endoscopy ste"
"267","drive_thru_ind","num",2,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"268","std_pan_day","num",2,0.66314285878877,0.196485364799739,8.67361737988404e-18,0.00965162464512164,0,1,9.95875265085788e-17,0.25000002140618,"gi endoscopy ste"
"269","std_age","num",2,0.504115311596666,0.0916749569614626,-6.93889390390723e-18,0.00210107443347151,0,1,-2.49985120439155e-16,0.249999931850301,"gi endoscopy ste"
"270","std_drive_thru_ind","num",2,-0.323864628063286,0,0,0,0,0,0,0,"gi endoscopy ste"
"271","resultnegative","bin",2,1,0,0,0,1,0,0,0,"heart station"
"272","resultpositive","bin",2,0,0,0,0,0,0,0,0,"heart station"
"273","pan_day","num",2,34.5,24.5,0,150.0625,0,1,0,0.25,"heart station"
"274","age","num",2,3,2,0,1,0,1,0,0.25,"heart station"
"275","gendermale","bin",2,0.5,0.5,0,0.0625,0.5,0.5,0,0.0625,"heart station"
"276","demo_groupother adult","bin",2,0,0,0,0,0,0,0,0,"heart station"
"277","demo_grouppatient","bin",2,1,0,0,0,1,0,0,0,"heart station"
"278","payor_groupcommercial","bin",2,0,0,0,0,0,0,0,0,"heart station"
"279","payor_groupgovernment","bin",2,1,0,0,0,1,0,0,0,"heart station"
"280","payor_groupmedical assistance","bin",2,0,0,0,0,0,0,0,0,"heart station"
"281","payor_groupother","bin",2,0,0,0,0,0,0,0,0,"heart station"
"282","payor_groupself pay","bin",2,0,0,0,0,0,0,0,0,"heart station"
"283","patient_classemergency","bin",2,0,0,0,0,0,0,0,0,"heart station"
"284","patient_classoutpatient","bin",2,1,0,0,0,1,0,0,0,"heart station"
"285","drive_thru_ind","num",2,0,0,0,0,0,0,0,0,"heart station"
"286","std_pan_day","num",2,-1.06997875404238,0.0333141275958035,-5.63785129692462e-18,0.00027745777436737,0,1,-9.27194570344901e-16,0.249999987012237,"heart station"
"287","std_age","num",2,-0.459320695222058,0.0229187392403656,0,0.000131317152091969,0,1,0,0.250000074634381,"heart station"
"288","std_drive_thru_ind","num",2,-0.323864628063286,0,0,0,0,0,0,0,"heart station"
"289","resultnegative","bin",66,0.984848484848485,0.0151515151515152,-0.0144697665358822,0.0142539532565829,0.98484848,0.01515152,-0.01446977,0.01425395,"hem onc day hosp"
"290","resultpositive","bin",66,0.0151515151515152,0.0151515151515152,0.0144697665358822,0.0142539532565829,0.01515152,0.01515152,0.01446977,0.01425395,"hem onc day hosp"
"291","pan_day","num",66,64.5757575757576,672.155710955711,-4273.11138937586,811200.285906903,0,1,-0.24521065359816,1.79551201932817,"hem onc day hosp"
"292","age","num",66,6.84848484848485,33.2689976689977,139.836018588085,2477.02337929761,0,1,0.728717866509344,2.23795116762446,"hem onc day hosp"
"293","gendermale","bin",66,0.484848484848485,0.253613053613054,0.0075688009572307,0.0626146261007268,0.48484848,0.25361305,0.007568801,0.06261463,"hem onc day hosp"
"294","demo_groupother adult","bin",66,0,0,0,0,0,0,0,0,"hem onc day hosp"
"295","demo_grouppatient","bin",66,1,0,0,0,1,0,0,0,"hem onc day hosp"
"296","payor_groupcommercial","bin",66,0.833333333333333,0.141025641025641,-0.0925925925925926,0.0810185185185185,0.83333333,0.14102564,-0.09259259,0.08101852,"hem onc day hosp"
"297","payor_groupgovernment","bin",66,0.166666666666667,0.141025641025641,0.0925925925925926,0.0810185185185185,0.16666667,0.14102564,0.09259259,0.08101852,"hem onc day hosp"
"298","payor_groupmedical assistance","bin",66,0,0,0,0,0,0,0,0,"hem onc day hosp"
"299","payor_groupother","bin",66,0,0,0,0,0,0,0,0,"hem onc day hosp"
"300","payor_groupself pay","bin",66,0,0,0,0,0,0,0,0,"hem onc day hosp"
"301","patient_classemergency","bin",66,0,0,0,0,0,0,0,0,"hem onc day hosp"
"302","patient_classoutpatient","bin",66,0.984848484848485,0.0151515151515152,-0.0144697665358822,0.0142539532565829,0.98484848,0.01515152,-0.01446977,0.01425395,"hem onc day hosp"
"303","drive_thru_ind","num",66,0.121212121212121,0.108158508158508,0.0806967749116509,0.0724803760115556,0,1,2.26863750837087,6.19582396391561,"hem onc day hosp"
"304","std_pan_day","num",66,0.0390626390813567,0.913970657919453,-0.214258349252501,1.49986722794771,0,1,-0.245210618739737,1.79551170710347,"hem onc day hosp"
"305","std_age","num",66,-0.0473463758079907,0.381241741182045,0.171537920856323,0.325275655834587,0,1,0.728717878197516,2.23795182819181,"hem onc day hosp"
"306","std_drive_thru_ind","num",66,0.0896004242516639,1.25847965736858,3.20283411260681,9.81276640678485,0,1,2.26863761751364,6.19582355119468,"hem onc day hosp"
"307","resultnegative","bin",208,0.985576923076923,0.014283723522854,-0.013805002204711,0.0136088486842375,0.985576923,0.01428372,-0.013805,0.01360885,"inpatient ward a"
"308","resultpositive","bin",208,0.0144230769230769,0.014283723522854,0.013805002204711,0.0136088486842375,0.014423077,0.01428372,0.013805,0.01360885,"inpatient ward a"
"309","pan_day","num",208,60.75,829.821256038647,-944.899038461538,1151099.26592548,0,1,-0.0395283350528385,1.67164294690859,"inpatient ward a"
"310","age","num",208,1.37259615384615,10.5060569955407,135.072188154079,2130.59208948664,0,1,3.96648812520626,19.3028101180562,"inpatient ward a"
"311","gendermale","bin",208,0.528846153846154,0.250371609067261,-0.0143750711197087,0.0629139731216738,0.528846154,0.2503716,-0.01437507,0.06291397,"inpatient ward a"
"312","demo_groupother adult","bin",208,0,0,0,0,0,0,0,0,"inpatient ward a"
"313","demo_grouppatient","bin",208,1,0,0,0,1,0,0,0,"inpatient ward a"
"314","payor_groupcommercial","bin",208,0.543269230769231,0.249326458565589,-0.0214725957982476,0.0634255974713729,0.543269231,0.2493265,-0.0214726,0.0634256,"inpatient ward a"
"315","payor_groupgovernment","bin",208,0.456730769230769,0.249326458565589,0.0214725957982477,0.063425597471373,0.456730769,0.2493265,0.0214726,0.0634256,"inpatient ward a"
"316","payor_groupmedical assistance","bin",208,0,0,0,0,0,0,0,0,"inpatient ward a"
"317","payor_groupother","bin",208,0,0,0,0,0,0,0,0,"inpatient ward a"
"318","payor_groupself pay","bin",208,0,0,0,0,0,0,0,0,"inpatient ward a"
"319","patient_classemergency","bin",208,0,0,0,0,0,0,0,0,"inpatient ward a"
"320","patient_classoutpatient","bin",208,0,0,0,0,0,0,0,0,"inpatient ward a"
"321","drive_thru_ind","num",208,0.00480769230769231,0.00480769230769231,0.00473857284080564,0.00471590183090168,0,1,14.214861077419,204.028810243687,"inpatient ward a"
"322","std_pan_day","num",208,-0.102011895812217,1.12835800838292,-0.0473782426300422,2.12832280149669,0,1,-0.0395283380491689,1.67164369095473,"inpatient ward a"
"323","std_age","num",208,-0.633531746668713,0.120392790362608,0.165694093377449,0.279783285461063,0,1,3.96648916107253,19.3028198817025,"inpatient ward a"
"324","std_drive_thru_ind","num",208,-0.307465172863294,0.0559399632181613,0.188072729749367,0.638463065597084,0,1,14.2148582133764,204.02881128109,"inpatient ward a"
"325","resultnegative","bin",80,0.925,0.070253164556962,-0.05896875,0.054936328125,0.925,0.07025316,-0.05896875,0.05493633,"inpatient ward b"
"326","resultpositive","bin",80,0.075,0.070253164556962,0.05896875,0.054936328125,0.075,0.07025316,0.05896875,0.05493633,"inpatient ward b"
"327","pan_day","num",80,66.25,713.582278481013,-2283.9375,818284.76015625,0,1,-0.119816940662005,1.60700183280901,"inpatient ward b"
"328","age","num",80,5.52125,29.7034667721519,204.066851847656,3394.98631678163,0,1,1.26055516790352,3.8478993874704,"inpatient ward b"
"329","gendermale","bin",80,0.3875,0.240348101265823,0.05340234375,0.0683475830078125,0.3875,0.2403481,0.05340234,0.06834758,"inpatient ward b"
"330","demo_groupother adult","bin",80,0,0,0,0,0,0,0,0,"inpatient ward b"
"331","demo_grouppatient","bin",80,1,0,0,0,1,0,0,0,"inpatient ward b"
"332","payor_groupcommercial","bin",80,0.625,0.237341772151899,-0.05859375,0.069580078125,0.625,0.23734177,-0.05859375,0.06958008,"inpatient ward b"
"333","payor_groupgovernment","bin",80,0.3625,0.234018987341772,0.06355078125,0.0708807861328125,0.3625,0.23401899,0.06355078,0.07088079,"inpatient ward b"
"334","payor_groupmedical assistance","bin",80,0,0,0,0,0,0,0,0,"inpatient ward b"
"335","payor_groupother","bin",80,0,0,0,0,0,0,0,0,"inpatient ward b"
"336","payor_groupself pay","bin",80,0.0125,0.0125,0.01203515625,0.0118866455078125,0.0125,0.0125,0.01203516,0.01188665,"inpatient ward b"
"337","patient_classemergency","bin",80,0,0,0,0,0,0,0,0,"inpatient ward b"
"338","patient_classoutpatient","bin",80,0,0,0,0,0,0,0,0,"inpatient ward b"
"339","drive_thru_ind","num",80,0.125,0.110759493670886,0.08203125,0.073486328125,0,1,2.22539910174625,5.99024608562284,"inpatient ward b"
"340","std_pan_day","num",80,0.10080020781696,0.970300860221252,-0.114519055076016,1.51296605315578,0,1,-0.11981696147464,1.60700169882994,"inpatient ward b"
"341","std_age","num",80,-0.189424802756313,0.340383004742908,0.250330378646987,0.445819934510968,0,1,1.2605550041929,3.84789955532244,"inpatient ward b"
"342","std_drive_thru_ind","num",80,0.102521207136506,1.2887434564184,3.25579908351262,9.94895738217476,0,1,2.22539892475266,5.99024527231223,"inpatient ward b"
"343","resultnegative","bin",56,0.946428571428571,0.0516233766233766,-0.0452692237609329,0.0429895949929717,0.94642857,0.05162338,-0.04526922,0.04298959,"inpatient ward c"
"344","resultpositive","bin",56,0.0535714285714286,0.0516233766233766,0.0452692237609329,0.0429895949929717,0.05357143,0.05162338,0.04526922,0.04298959,"inpatient ward c"
"345","pan_day","num",56,56.9821428571429,889.836038961039,5687.33640442785,1332359.86979516,0,1,0.214261396366252,1.68268027534181,"inpatient ward c"
"346","age","num",56,6.43928571428571,70.2598831168831,951.631750091108,29605.4086092626,0,1,1.61587510059259,5.99730635313868,"inpatient ward c"
"347","gendermale","bin",56,0.410714285714286,0.246428571428571,0.0432192966472303,0.0662953139642336,0.41071429,0.24642857,0.0432193,0.06629531,"inpatient ward c"
"348","demo_groupother adult","bin",56,0,0,0,0,0,0,0,0,"inpatient ward c"
"349","demo_grouppatient","bin",56,1,0,0,0,1,0,0,0,"inpatient ward c"
"350","payor_groupcommercial","bin",56,0.375,0.238636363636364,0.05859375,0.069580078125,0.375,0.23863636,0.05859375,0.06958008,"inpatient ward c"
"351","payor_groupgovernment","bin",56,0.625,0.238636363636364,-0.05859375,0.069580078125,0.625,0.23863636,-0.05859375,0.06958008,"inpatient ward c"
"352","payor_groupmedical assistance","bin",56,0,0,0,0,0,0,0,0,"inpatient ward c"
"353","payor_groupother","bin",56,0,0,0,0,0,0,0,0,"inpatient ward c"
"354","payor_groupself pay","bin",56,0,0,0,0,0,0,0,0,"inpatient ward c"
"355","patient_classemergency","bin",56,0,0,0,0,0,0,0,0,"inpatient ward c"
"356","patient_classoutpatient","bin",56,0,0,0,0,0,0,0,0,"inpatient ward c"
"357","drive_thru_ind","num",56,0.0714285714285714,0.0675324675324675,0.0568513119533528,0.0531289046230737,0,1,3.23945181839585,11.6494535902618,"inpatient ward c"
"358","std_pan_day","num",56,-0.240951356415322,1.20996372821602,0.285169095447884,2.4634642507606,0,1,0.214261399312158,1.68267993465295,"inpatient ward c"
"359","std_age","num",56,-0.0911505069020455,0.805133970107207,1.1673739961973,3.88769794508743,0,1,1.61587510628842,5.9973061582499,"inpatient ward c"
"360","std_drive_thru_ind","num",56,-0.0802155793776905,0.785774859957965,2.25641385879425,7.19286459594879,0,1,3.23945210871809,11.6494561084079,"inpatient ward c"
"361","resultnegative","bin",35,1,0,0,0,1,0,0,0,"inpatient ward d"
"362","resultpositive","bin",35,0,0,0,0,0,0,0,0,"inpatient ward d"
"363","pan_day","num",35,61.3142857142857,798.104201680672,-2377.97219825073,996169.92779142,0,1,-0.105467181675404,1.56391887317374,"inpatient ward d"
"364","age","num",35,5.08571428571429,43.9083193277311,359.945079883382,5960.72999538526,0,1,1.23713201183201,3.09176034232298,"inpatient ward d"
"365","gendermale","bin",35,0.571428571428571,0.252100840336134,-0.0349854227405248,0.0649729279466889,0.57142857,0.25210084,-0.03498542,0.06497293,"inpatient ward d"
"366","demo_groupother adult","bin",35,0,0,0,0,0,0,0,0,"inpatient ward d"
"367","demo_grouppatient","bin",35,1,0,0,0,1,0,0,0,"inpatient ward d"
"368","payor_groupcommercial","bin",35,0.4,0.247058823529412,0.048,0.0672,0.4,0.24705882,0.048,0.0672,"inpatient ward d"
"369","payor_groupgovernment","bin",35,0.6,0.247058823529412,-0.048,0.0672,0.6,0.24705882,-0.048,0.0672,"inpatient ward d"
"370","payor_groupmedical assistance","bin",35,0,0,0,0,0,0,0,0,"inpatient ward d"
"371","payor_groupother","bin",35,0,0,0,0,0,0,0,0,"inpatient ward d"
"372","payor_groupself pay","bin",35,0,0,0,0,0,0,0,0,"inpatient ward d"
"373","patient_classemergency","bin",35,0,0,0,0,0,0,0,0,"inpatient ward d"
"374","patient_classoutpatient","bin",35,0.428571428571429,0.252100840336134,0.0349854227405248,0.0649729279466889,0.42857143,0.25210084,0.03498542,0.06497293,"inpatient ward d"
"375","drive_thru_ind","num",35,0.0285714285714286,0.0285714285714286,0.0261690962099125,0.0254440649729279,0,1,5.41864651441843,31.1689703831029,"inpatient ward d"
"376","std_pan_day","num",35,-0.0812039007645482,1.08523041671579,-0.119234054846382,1.84186649600474,0,1,-0.105467229929417,1.56391848618108,"inpatient ward d"
"377","std_age","num",35,-0.236048223800576,0.503161660577488,0.441547401371164,0.782746087383168,0,1,1.23713194107512,3.09176039718092,"inpatient ward d"
"378","std_drive_thru_ind","num",35,-0.226405008589048,0.332443209982216,1.03864465623268,3.44474849273122,0,1,5.41864792904239,31.1689751301418,"inpatient ward d"
"379","resultnegative","bin",62,0.967741935483871,0.0317292437863564,-0.0292034507065892,0.0282938882819124,0.96774194,0.03172924,-0.02920345,0.02829389,"inpatient ward e"
"380","resultpositive","bin",62,0.032258064516129,0.0317292437863564,0.0292034507065892,0.0282938882819124,0.03225806,0.03172924,0.02920345,0.02829389,"inpatient ward e"
"381","pan_day","num",62,60.8548387096774,729.896615547329,-2044.53967641233,847232.264159193,0,1,-0.103682052709004,1.59030273101734,"inpatient ward e"
"382","age","num",62,6.36129032258065,52.1506081438392,463.060544761841,9643.27749353594,0,1,1.22955701116094,3.54573184199519,"inpatient ward e"
"383","gendermale","bin",62,0.483870967741935,0.253833950290851,0.0080561243328522,0.0626298698134639,0.48387097,0.25383395,0.008056124,0.06262987,"inpatient ward e"
"384","demo_groupother adult","bin",62,0,0,0,0,0,0,0,0,"inpatient ward e"
"385","demo_grouppatient","bin",62,1,0,0,0,1,0,0,0,"inpatient ward e"
"386","payor_groupcommercial","bin",62,0.403225806451613,0.244579587519831,0.0465744687993018,0.0669194988527603,0.40322581,0.24457959,0.04657447,0.0669195,"inpatient ward e"
"387","payor_groupgovernment","bin",62,0.580645161290323,0.24748810153358,-0.0392736061226545,0.0656249289404356,0.58064516,0.2474881,-0.03927361,0.06562493,"inpatient ward e"
"388","payor_groupmedical assistance","bin",62,0,0,0,0,0,0,0,0,"inpatient ward e"
"389","payor_groupother","bin",62,0,0,0,0,0,0,0,0,"inpatient ward e"
"390","payor_groupself pay","bin",62,0,0,0,0,0,0,0,0,"inpatient ward e"
"391","patient_classemergency","bin",62,0,0,0,0,0,0,0,0,"inpatient ward e"
"392","patient_classoutpatient","bin",62,0,0,0,0,0,0,0,0,"inpatient ward e"
"393","drive_thru_ind","num",62,0.112903225806452,0.101797990481227,0.0775401967037025,0.0700623618737419,0,1,2.38736109615202,6.7609287045465,"inpatient ward e"
"394","std_pan_day","num",62,-0.0981459759483177,0.992484448248526,-0.102515393616579,1.5664884857032,0,1,-0.103682042481509,1.59030216505384,"inpatient ward e"
"395","std_age","num",62,-0.0994997923170004,0.597613094637571,0.568039936212908,1.26632773728372,0,1,1.22955706580784,3.54573281358056,"inpatient ward e"
"396","std_drive_thru_ind","num",62,0.0612580617945907,1.18447177538613,3.07755034042883,9.48540320575943,0,1,2.3873606997033,6.76092862210756,"inpatient ward e"
"397","resultnegative","bin",24,0.916666666666667,0.0797101449275362,-0.0636574074074074,0.0588831018518518,0.91666667,0.07971014,-0.06365741,0.0588831,"inpatient ward f"
"398","resultpositive","bin",24,0.0833333333333333,0.0797101449275362,0.0636574074074074,0.0588831018518518,0.08333333,0.07971014,0.06365741,0.0588831,"inpatient ward f"
"399","pan_day","num",24,60.4166666666667,783.036231884058,-1227.16782407407,974504.156105324,0,1,-0.0560055717613241,1.58935165937176,"inpatient ward f"
"400","age","num",24,19.6666666666667,10.3188405797101,78.0925925925926,796.518518518518,0,1,2.35593591279421,7.48055915108366,"inpatient ward f"
"401","gendermale","bin",24,0.458333333333333,0.259057971014493,0.0206886574074075,0.0633590133101852,0.45833333,0.25905797,0.02068866,0.06335901,"inpatient ward f"
"402","demo_groupother adult","bin",24,0,0,0,0,0,0,0,0,"inpatient ward f"
"403","demo_grouppatient","bin",24,1,0,0,0,1,0,0,0,"inpatient ward f"
"404","payor_groupcommercial","bin",24,0.666666666666667,0.231884057971014,-0.074074074074074,0.0740740740740741,0.66666667,0.23188406,-0.07407407,0.07407407,"inpatient ward f"
"405","payor_groupgovernment","bin",24,0.291666666666667,0.215579710144928,0.0860821759259259,0.0785499855324074,0.29166667,0.21557971,0.08608218,0.07854999,"inpatient ward f"
"406","payor_groupmedical assistance","bin",24,0,0,0,0,0,0,0,0,"inpatient ward f"
"407","payor_groupother","bin",24,0,0,0,0,0,0,0,0,"inpatient ward f"
"408","payor_groupself pay","bin",24,0,0,0,0,0,0,0,0,"inpatient ward f"
"409","patient_classemergency","bin",24,0,0,0,0,0,0,0,0,"inpatient ward f"
"410","patient_classoutpatient","bin",24,0,0,0,0,0,0,0,0,"inpatient ward f"
"411","drive_thru_ind","num",24,0.166666666666667,0.144927536231884,0.0925925925925926,0.0810185185185185,0,1,1.67822370611992,3.85729153662084,"inpatient ward f"
"412","std_pan_day","num",24,-0.11430353845641,1.06474158943358,-0.0615314997160184,1.80180760859465,0,1,-0.0560055639457577,1.58935193132866,"inpatient ward f"
"413","std_age","num",24,1.32482005814595,0.11824740825464,0.0957967847116229,0.104596543440366,0,1,2.35593582307362,7.48055599781434,"inpatient ward f"
"414","std_drive_thru_ind","num",24,0.24464981886977,1.68630613759095,3.67497603782729,10.9687040905975,0,1,1.67822379769036,3.85729021713227,"inpatient ward f"
"415","resultnegative","bin",54,1,0,0,0,1,0,0,0,"inpatient ward g"
"416","resultpositive","bin",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"417","pan_day","num",54,58.4259259259259,755.683088749126,1004.74610069604,1009963.40283035,0,1,0.048366735349253,1.76858548767157,"inpatient ward g"
"418","age","num",54,2.86296296296296,10.7276589797345,79.7506802824772,1099.93093677228,0,1,2.26974441477678,9.55774681578687,"inpatient ward g"
"419","gendermale","bin",54,0.555555555555556,0.251572327044025,-0.0274348422496571,0.0640146319158665,0.5555556,0.2515723,-0.02743484,0.06401463,"inpatient ward g"
"420","demo_groupother adult","bin",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"421","demo_grouppatient","bin",54,1,0,0,0,1,0,0,0,"inpatient ward g"
"422","payor_groupcommercial","bin",54,0.425925925925926,0.249126484975542,0.0362241528222324,0.0651531637566541,0.4259259,0.2491265,0.03622415,0.06515316,"inpatient ward g"
"423","payor_groupgovernment","bin",54,0.574074074074074,0.249126484975542,-0.0362241528222324,0.0651531637566541,0.5740741,0.2491265,-0.03622415,0.06515316,"inpatient ward g"
"424","payor_groupmedical assistance","bin",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"425","payor_groupother","bin",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"426","payor_groupself pay","bin",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"427","patient_classemergency","bin",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"428","patient_classoutpatient","bin",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"429","drive_thru_ind","num",54,0,0,0,0,0,0,0,0,"inpatient ward g"
"430","std_pan_day","num",54,-0.187711959803671,1.02754787104405,0.0503790379741221,1.86736991548057,0,1,0.0483667352448665,1.76858617322556,"inpatient ward g"
"431","std_age","num",54,-0.473990296971973,0.12293220940805,0.0978307736494666,0.144439798114788,0,1,2.26974459716534,9.55774789014954,"inpatient ward g"
"432","std_drive_thru_ind","num",54,-0.323864628063286,0,0,0,0,0,0,0,"inpatient ward g"
"433","resultnegative","bin",105,1,0,0,0,1,0,0,0,"inpatient ward h"
"434","resultpositive","bin",105,0,0,0,0,0,0,0,0,"inpatient ward h"
"435","pan_day","num",105,67.5428571428571,677.327472527473,-5767.73065889213,916914.45155985,0,1,-0.327195227713844,1.99862565851087,"inpatient ward h"
"436","age","num",105,3.03809523809524,19.107380952381,155.667650707267,2071.97382608851,0,1,1.86378909001463,5.67521052662829,"inpatient ward h"
"437","gendermale","bin",105,0.438095238095238,0.248534798534799,0.0304779181513875,0.0643720425131504,0.43809524,0.2485348,0.03047792,0.06437204,"inpatient ward h"
"438","demo_groupother adult","bin",105,0,0,0,0,0,0,0,0,"inpatient ward h"
"439","demo_grouppatient","bin",105,1,0,0,0,1,0,0,0,"inpatient ward h"
"440","payor_groupcommercial","bin",105,0.40952380952381,0.244139194139194,0.0437568297160134,0.0663919416292594,0.40952381,0.24413919,0.04375683,0.06639194,"inpatient ward h"
"441","payor_groupgovernment","bin",105,0.59047619047619,0.244139194139194,-0.0437568297160134,0.0663919416292594,0.59047619,0.24413919,-0.04375683,0.06639194,"inpatient ward h"
"442","payor_groupmedical assistance","bin",105,0,0,0,0,0,0,0,0,"inpatient ward h"
"443","payor_groupother","bin",105,0,0,0,0,0,0,0,0,"inpatient ward h"
"444","payor_groupself pay","bin",105,0,0,0,0,0,0,0,0,"inpatient ward h"
"445","patient_classemergency","bin",105,0,0,0,0,0,0,0,0,"inpatient ward h"
"446","patient_classoutpatient","bin",105,0,0,0,0,0,0,0,0,"inpatient ward h"
"447","drive_thru_ind","num",105,0.0380952380952381,0.036996336996337,0.0338520678112515,0.0326156447159363,0,1,4.75715264707508,23.8291406612499,"inpatient ward h"
"448","std_pan_day","num",105,0.148474221786936,0.921003014037687,-0.289200148861032,1.69532723375309,0,1,-0.327195155236364,1.99862529489123,"inpatient ward h"
"449","std_age","num",105,-0.45524265921436,0.218958540806974,0.190958705893735,0.272085702051044,0,1,1.86378845227048,5.67521004791524,"inpatient ward h"
"450","std_drive_thru_ind","num",105,-0.193918468764302,0.430471336002613,1.34357981080234,4.41567387499678,0,1,4.75715352245252,23.8291482080427,"inpatient ward h"
"451","resultnegative","bin",140,1,0,0,0,1,0,0,0,"inpatient ward i"
"452","resultpositive","bin",140,0,0,0,0,0,0,0,0,"inpatient ward i"
"453","pan_day","num",140,60.9071428571429,729.092034943474,360.004266034983,899212.758723753,0,1,0.0182866497905923,1.69160053731763,"inpatient ward i"
"454","age","num",140,4.81785714285714,28.7768730729702,217.036280521137,3112.94703748103,0,1,1.40594070787058,3.75910638650077,"inpatient ward i"
"455","gendermale","bin",140,0.557142857142857,0.248509763617677,-0.028198250728863,0.0641006663890046,0.557142857,0.2485098,-0.028198251,0.06410067,"inpatient ward i"
"456","demo_groupother adult","bin",140,0,0,0,0,0,0,0,0,"inpatient ward i"
"457","demo_grouppatient","bin",140,1,0,0,0,1,0,0,0,"inpatient ward i"
"458","payor_groupcommercial","bin",140,0.421428571428571,0.245580678314491,0.0383155976676385,0.0654723995210329,0.421428571,0.2455807,0.038315598,0.0654724,"inpatient ward i"
"459","payor_groupgovernment","bin",140,0.55,0.249280575539568,-0.02475,0.06373125,0.55,0.2492806,-0.02475,0.06373125,"inpatient ward i"
"460","payor_groupmedical assistance","bin",140,0,0,0,0,0,0,0,0,"inpatient ward i"
"461","payor_groupother","bin",140,0,0,0,0,0,0,0,0,"inpatient ward i"
"462","payor_groupself pay","bin",140,0.00714285714285714,0.00714285714285714,0.00699052478134111,0.00694095428987922,0.007142857,0.007142857,0.006990525,0.006940954,"inpatient ward i"
"463","patient_classemergency","bin",140,0,0,0,0,0,0,0,0,"inpatient ward i"
"464","patient_classoutpatient","bin",140,0,0,0,0,0,0,0,0,"inpatient ward i"
"465","drive_thru_ind","num",140,0.0428571428571429,0.0413155190133607,0.0375043731778426,0.0359723865056227,0,1,4.46593167577565,21.0737996496063,"inpatient ward i"
"466","std_pan_day","num",140,-0.0962172642799548,0.991390411477181,0.0180509967412248,1.6625977224039,0,1,0.0182866490556508,1.69160061912607,"inpatient ward i"
"467","std_age","num",140,-0.264721914479705,0.329764825056252,0.266240076676196,0.408783339575141,0,1,1.40594064461866,3.75910583624468,"inpatient ward i"
"468","std_drive_thru_ind","num",140,-0.177675198851929,0.480727231700902,1.48853886561688,4.87012685775771,0,1,4.46593229982554,21.0738020038666,"inpatient ward i"
"469","resultnegative","bin",115,0.991304347826087,0.00869565217391304,-0.00847012410618887,0.00839712265179155,0.991304348,0.008695652,-0.008470124,0.008397123,"inpatient ward j"
"470","resultpositive","bin",115,0.00869565217391304,0.00869565217391304,0.00847012410618887,0.00839712265179155,0.008695652,0.008695652,0.008470124,0.008397123,"inpatient ward j"
"471","pan_day","num",115,63.0869565217391,830.623951182304,2.90339442754399,1049569.70305852,0,1,0.000121282813151271,1.52125653837495,"inpatient ward j"
"472","age","num",115,6.04,50.914350877193,618.777585391304,15797.6404701635,0,1,1.70323384394446,6.09413127758771,"inpatient ward j"
"473","gendermale","bin",115,0.565217391304348,0.24790236460717,-0.0320539163310594,0.0645723821741632,0.565217391,0.2479024,-0.03205392,0.06457238,"inpatient ward j"
