"","vars","a2b","ab2","a3b","a2b2","ab3","clinic_name"
"946","resultpositive_patient_classemergency",0,0,0,0,0,"care ntwk"
"947","resultpositive_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"948","resultpositive_drive_thru_ind",0.0300767928514969,0.218835717052107,0.0272971624566895,0.267103434163431,1.28964960853584,"care ntwk"
"949","resultpositive_std_pan_day",-0.00547820254350079,-0.0406374741760368,-0.00497191923151302,0.0631454373375875,-0.0170910415695986,"care ntwk"
"950","resultpositive_std_age",0.0241571873351791,0.030464900315946,0.0219246337347517,0.119035210775472,0.0296915783699902,"care ntwk"
"951","resultpositive_std_drive_thru_ind",0.0300767928514969,0.218835717052107,0.0272971624566895,0.267103434163431,1.28964960853584,"care ntwk"
"952","pan_day_age",-0.0874043341442383,0.318561868923627,1.09443357927681,1.3557232624666,1.48739735339726,"care ntwk"
"953","pan_day_gendermale",0.0237677071086293,4.22229840252406e-05,0.0345944853304031,0.249284207319249,0.000153508368277775,"care ntwk"
"954","pan_day_demo_groupother adult",0,0,0,0,0,"care ntwk"
"955","pan_day_demo_grouppatient",0,0,0,0,0,"care ntwk"
"956","pan_day_payor_groupcommercial",-0.0150486765436808,-0.0138846838460376,-0.0545862216733436,0.166957663242924,-0.0120455359003013,"care ntwk"
"957","pan_day_payor_groupgovernment",0.0205121250761267,-0.0110171543312105,0.049029056265263,0.171921143953365,0.00960082793321537,"care ntwk"
"958","pan_day_payor_groupmedical assistance",0,0,0,0,0,"care ntwk"
"959","pan_day_payor_groupother",0,0,0,0,0,"care ntwk"
"960","pan_day_payor_groupself pay",-0.00546344853244583,0.00405854359614512,0.00555716540808058,0.00838381396775907,0.00400272563815207,"care ntwk"
"961","pan_day_patient_classemergency",0,0,0,0,0,"care ntwk"
"962","pan_day_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"963","pan_day_drive_thru_ind",-0.0428909658224389,0.111338653270246,0.0289892719952034,0.745417498027488,0.656144492951718,"care ntwk"
"964","pan_day_std_pan_day",-0.152197479932805,-0.152197479932805,1.77440220765738,1.77440220765738,1.77440220765738,"care ntwk"
"965","pan_day_std_age",-0.0874043341442382,0.318561868923627,1.09443357927681,1.3557232624666,1.48739735339726,"care ntwk"
"966","pan_day_std_drive_thru_ind",-0.0428909658224389,0.111338653270246,0.0289892719952033,0.745417498027488,0.656144492951718,"care ntwk"
"967","age_gendermale",-0.0407556732835127,-0.00077263365126448,-0.248196267959837,0.2447825761291,-0.00280903242203902,"care ntwk"
"968","age_demo_groupother adult",0,0,0,0,0,"care ntwk"
"969","age_demo_grouppatient",0,0,0,0,0,"care ntwk"
"970","age_payor_groupcommercial",0.0520403798047498,0.017768819072853,0.341635647041693,0.203466591581373,0.0154151834079455,"care ntwk"
"971","age_payor_groupgovernment",-0.0470077051932955,0.0152227622173802,-0.327244043316879,0.206780219115718,-0.0132657777429229,"care ntwk"
"972","age_payor_groupmedical assistance",0,0,0,0,0,"care ntwk"
"973","age_payor_groupother",0,0,0,0,0,"care ntwk"
"974","age_payor_groupself pay",-0.00503267461145419,-0.00307820352425647,-0.0143916037248142,0.00880256629095559,-0.00303586837842381,"care ntwk"
"975","age_patient_classemergency",0,0,0,0,0,"care ntwk"
"976","age_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"977","age_drive_thru_ind",0.0280247580408965,-0.349769419359731,-0.0519504343269993,1.15099837191903,-2.06127226776092,"care ntwk"
"978","age_std_pan_day",0.318561868923627,-0.0874043341442385,1.48739735339726,1.3557232624666,1.09443357927681,"care ntwk"
"979","age_std_age",0.778021637645011,0.778021637645011,3.59004223588397,3.59004223588397,3.59004223588397,"care ntwk"
"980","age_std_drive_thru_ind",0.0280247580408965,-0.349769419359731,-0.0519504343269993,1.15099837191903,-2.06127226776092,"care ntwk"
"981","gendermale_demo_groupother adult",0,0,0,0,0,"care ntwk"
"982","gendermale_demo_grouppatient",0,0,0,0,0,"care ntwk"
"983","gendermale_payor_groupcommercial",-0.000581080911114745,-0.004532431106695,-0.00211261199467299,0.0434610028486595,-0.00393207092194017,"care ntwk"
"984","gendermale_payor_groupgovernment",0.000709371501880351,-0.00524934911391449,0.00257903282466573,0.0452516306155287,0.00457451135646678,"care ntwk"
"985","gendermale_payor_groupmedical assistance",0,0,0,0,0,"care ntwk"
"986","gendermale_payor_groupother",0,0,0,0,0,"care ntwk"
"987","gendermale_payor_groupself pay",-0.000128290590765593,-0.00178751556466726,-0.000466420829992737,0.00329824403350765,-0.00176293150727404,"care ntwk"
"988","gendermale_patient_classemergency",0,0,0,0,0,"care ntwk"
"989","gendermale_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"990","gendermale_drive_thru_ind",-0.0035197673404676,-0.288533394058429,-0.0127966735091419,0.227495758400618,-1.70039417563801,"care ntwk"
"991","gendermale_std_pan_day",4.22229840252221e-05,0.0237677071086293,0.000153508368277773,0.249284207319249,0.0345944853304031,"care ntwk"
"992","gendermale_std_age",-0.000772633651264458,-0.0407556732835127,-0.00280903242203902,0.2447825761291,-0.248196267959837,"care ntwk"
"993","gendermale_std_drive_thru_ind",-0.0035197673404676,-0.288533394058429,-0.0127966735091419,0.227495758400618,-1.70039417563801,"care ntwk"
"994","demo_groupother adult_demo_grouppatient",0,0,0,0,0,"care ntwk"
"995","demo_groupother adult_payor_groupcommercial",0,0,0,0,0,"care ntwk"
"996","demo_groupother adult_payor_groupgovernment",0,0,0,0,0,"care ntwk"
"997","demo_groupother adult_payor_groupmedical assistance",0,0,0,0,0,"care ntwk"
"998","demo_groupother adult_payor_groupother",0,0,0,0,0,"care ntwk"
"999","demo_groupother adult_payor_groupself pay",0,0,0,0,0,"care ntwk"
"1000","demo_groupother adult_patient_classemergency",0,0,0,0,0,"care ntwk"
"1001","demo_groupother adult_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1002","demo_groupother adult_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1003","demo_groupother adult_std_pan_day",0,0,0,0,0,"care ntwk"
"1004","demo_groupother adult_std_age",0,0,0,0,0,"care ntwk"
"1005","demo_groupother adult_std_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1006","demo_grouppatient_payor_groupcommercial",0,0,0,0,0,"care ntwk"
"1007","demo_grouppatient_payor_groupgovernment",0,0,0,0,0,"care ntwk"
"1008","demo_grouppatient_payor_groupmedical assistance",0,0,0,0,0,"care ntwk"
"1009","demo_grouppatient_payor_groupother",0,0,0,0,0,"care ntwk"
"1010","demo_grouppatient_payor_groupself pay",0,0,0,0,0,"care ntwk"
"1011","demo_grouppatient_patient_classemergency",0,0,0,0,0,"care ntwk"
"1012","demo_grouppatient_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1013","demo_grouppatient_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1014","demo_grouppatient_std_pan_day",0,0,0,0,0,"care ntwk"
"1015","demo_grouppatient_std_age",0,0,0,0,0,"care ntwk"
"1016","demo_grouppatient_std_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1017","payor_groupcommercial_payor_groupgovernment",-0.0940273435043455,0.0892054284528406,-0.0815725985806135,0.0808100631771197,-0.077737494051277,"care ntwk"
"1018","payor_groupcommercial_payor_groupmedical assistance",0,0,0,0,0,"care ntwk"
"1019","payor_groupcommercial_payor_groupother",0,0,0,0,0,"care ntwk"
"1020","payor_groupcommercial_payor_groupself pay",-0.00173056460437446,-0.00309135044713044,-0.00150133617019534,0.000738800766701542,-0.0030488344890504,"care ntwk"
"1021","payor_groupcommercial_patient_classemergency",0,0,0,0,0,"care ntwk"
"1022","payor_groupcommercial_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1023","payor_groupcommercial_drive_thru_ind",-0.00563345619531462,-0.0592055535860153,-0.00488725559731071,0.142928106898956,-0.348912051624422,"care ntwk"
"1024","payor_groupcommercial_std_pan_day",-0.0138846838460376,-0.0150486765436808,-0.0120455359003013,0.166957663242924,-0.0545862216733436,"care ntwk"
"1025","payor_groupcommercial_std_age",0.017768819072853,0.0520403798047498,0.0154151834079455,0.203466591581373,0.341635647041693,"care ntwk"
"1026","payor_groupcommercial_std_drive_thru_ind",-0.00563345619531462,-0.0592055535860153,-0.00488725559731071,0.142928106898956,-0.348912051624422,"care ntwk"
"1027","payor_groupgovernment_payor_groupmedical assistance",0,0,0,0,0,"care ntwk"
"1028","payor_groupgovernment_payor_groupother",0,0,0,0,0,"care ntwk"
"1029","payor_groupgovernment_payor_groupself pay",0.00546155684405147,-0.0102834718955564,-0.00475943841130268,0.00783200753714533,-0.0101420412594942,"care ntwk"
"1030","payor_groupgovernment_patient_classemergency",0,0,0,0,0,"care ntwk"
"1031","payor_groupgovernment_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1032","payor_groupgovernment_drive_thru_ind",-0.00656230908308477,0.0726954265549808,0.00571868183536199,0.144979997608468,0.42841100009581,"care ntwk"
"1033","payor_groupgovernment_std_pan_day",-0.0110171543312105,0.0205121250761267,0.00960082793321537,0.171921143953365,0.049029056265263,"care ntwk"
"1034","payor_groupgovernment_std_age",0.0152227622173802,-0.0470077051932955,-0.0132657777429229,0.206780219115718,-0.327244043316879,"care ntwk"
"1035","payor_groupgovernment_std_drive_thru_ind",-0.00656230908308477,0.0726954265549809,0.00571868183536199,0.144979997608468,0.428411000095809,"care ntwk"
"1036","payor_groupmedical assistance_payor_groupother",0,0,0,0,0,"care ntwk"
"1037","payor_groupmedical assistance_payor_groupself pay",0,0,0,0,0,"care ntwk"
"1038","payor_groupmedical assistance_patient_classemergency",0,0,0,0,0,"care ntwk"
"1039","payor_groupmedical assistance_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1040","payor_groupmedical assistance_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1041","payor_groupmedical assistance_std_pan_day",0,0,0,0,0,"care ntwk"
"1042","payor_groupmedical assistance_std_age",0,0,0,0,0,"care ntwk"
"1043","payor_groupmedical assistance_std_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1044","payor_groupother_payor_groupself pay",0,0,0,0,0,"care ntwk"
"1045","payor_groupother_patient_classemergency",0,0,0,0,0,"care ntwk"
"1046","payor_groupother_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1047","payor_groupother_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1048","payor_groupother_std_pan_day",0,0,0,0,0,"care ntwk"
"1049","payor_groupother_std_age",0,0,0,0,0,"care ntwk"
"1050","payor_groupother_std_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1051","payor_groupself pay_patient_classemergency",0,0,0,0,0,"care ntwk"
"1052","payor_groupself pay_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1053","payor_groupself pay_drive_thru_ind",-0.00229287701036174,-0.0134898729689655,-0.00226134261640595,0.000581382771328311,-0.0794989484713873,"care ntwk"
"1054","payor_groupself pay_std_pan_day",0.00405854359614512,-0.00546344853244583,0.00400272563815207,0.00838381396775907,0.00555716540808058,"care ntwk"
"1055","payor_groupself pay_std_age",-0.00307820352425647,-0.00503267461145419,-0.00303586837842381,0.00880256629095559,-0.0143916037248142,"care ntwk"
"1056","payor_groupself pay_std_drive_thru_ind",-0.00229287701036174,-0.0134898729689655,-0.00226134261640595,0.000581382771328311,-0.0794989484713873,"care ntwk"
"1057","patient_classemergency_patient_classoutpatient",0,0,0,0,0,"care ntwk"
"1058","patient_classemergency_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1059","patient_classemergency_std_pan_day",0,0,0,0,0,"care ntwk"
"1060","patient_classemergency_std_age",0,0,0,0,0,"care ntwk"
"1061","patient_classemergency_std_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1062","patient_classoutpatient_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1063","patient_classoutpatient_std_pan_day",0,0,0,0,0,"care ntwk"
"1064","patient_classoutpatient_std_age",0,0,0,0,0,"care ntwk"
"1065","patient_classoutpatient_std_drive_thru_ind",0,0,0,0,0,"care ntwk"
"1066","drive_thru_ind_std_pan_day",0.111338653270246,-0.0428909658224389,0.656144492951717,0.745417498027488,0.0289892719952033,"care ntwk"
"1067","drive_thru_ind_std_age",-0.34976941935973,0.0280247580408965,-2.06127226776092,1.15099837191903,-0.0519504343269992,"care ntwk"
"1068","drive_thru_ind_std_drive_thru_ind",5.69259438146969,5.69259438146969,33.547778280945,33.547778280945,33.547778280945,"care ntwk"
"1069","std_pan_day_std_age",-0.0874043341442384,0.318561868923627,1.09443357927681,1.3557232624666,1.48739735339726,"care ntwk"
"1070","std_pan_day_std_drive_thru_ind",-0.0428909658224389,0.111338653270246,0.0289892719952033,0.745417498027488,0.656144492951717,"care ntwk"
"1071","std_age_std_drive_thru_ind",0.0280247580408965,-0.34976941935973,-0.0519504343269993,1.15099837191903,-2.06127226776092,"care ntwk"
"1072","resultnegative_resultpositive",0.0833808868450203,-0.0833808868450203,-0.074493162581035,0.074493162581035,-0.074493162581035,"cc care ntwk"
"1073","resultnegative_pan_day",-0.00842349841067518,-0.00220471811730178,0.00752562200224417,0.11281027439652,0.0180987581544245,"cc care ntwk"
"1074","resultnegative_age",-0.000488036689745296,0.0103495478867727,0.000436015948622377,0.103495818974142,0.0466118137363042,"cc care ntwk"
"1075","resultnegative_gendermale",0.00334552941044835,0.000436373401362826,-0.0029889231899798,0.0275088492844234,-0.00115897021652278,"cc care ntwk"
"1076","resultnegative_demo_groupother adult",0,0,0,0,0,"cc care ntwk"
"1077","resultnegative_demo_grouppatient",0,0,0,0,0,"cc care ntwk"
"1078","resultnegative_payor_groupcommercial",-0.00102939366475334,0.00043264371417169,0.00091966867383994,0.0250428041761428,0.000448043712896379,"cc care ntwk"
"1079","resultnegative_payor_groupgovernment",-0.00488961990757835,-0.00177160141578926,0.0043684262007397,0.0273798742951042,0.00200476702148023,"cc care ntwk"
"1080","resultnegative_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1081","resultnegative_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1082","resultnegative_payor_groupself pay",0.00591901357233169,-0.00763466968025392,-0.00528809487457964,0.00802929464757404,-0.00747417281854506,"cc care ntwk"
"1083","resultnegative_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1084","resultnegative_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1085","resultnegative_drive_thru_ind",0.067008012739604,-0.852237252861602,-0.0598655036677808,0.743479574368098,-8.13127667635803,"cc care ntwk"
"1086","resultnegative_std_pan_day",-0.0084234984106752,-0.00220471811730178,0.00752562200224418,0.11281027439652,0.0180987581544244,"cc care ntwk"
"1087","resultnegative_std_age",-0.000488036689745308,0.0103495478867727,0.000436015948622385,0.103495818974142,0.0466118137363042,"cc care ntwk"
"1088","resultnegative_std_drive_thru_ind",0.067008012739604,-0.852237252861602,-0.0598655036677808,0.743479574368098,-8.13127667635803,"cc care ntwk"
"1089","resultpositive_pan_day",-0.00842349841067518,0.00220471811730178,-0.00752562200224417,0.11281027439652,-0.0180987581544245,"cc care ntwk"
"1090","resultpositive_age",-0.000488036689745296,-0.0103495478867727,-0.000436015948622377,0.103495818974142,-0.0466118137363042,"cc care ntwk"
"1091","resultpositive_gendermale",0.00334552941044835,-0.000436373401362826,0.0029889231899798,0.0275088492844234,0.00115897021652278,"cc care ntwk"
"1092","resultpositive_demo_groupother adult",0,0,0,0,0,"cc care ntwk"
"1093","resultpositive_demo_grouppatient",0,0,0,0,0,"cc care ntwk"
"1094","resultpositive_payor_groupcommercial",-0.00102939366475334,-0.00043264371417169,-0.00091966867383994,0.0250428041761428,-0.000448043712896379,"cc care ntwk"
"1095","resultpositive_payor_groupgovernment",-0.00488961990757835,0.00177160141578926,-0.0043684262007397,0.0273798742951042,-0.00200476702148023,"cc care ntwk"
"1096","resultpositive_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1097","resultpositive_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1098","resultpositive_payor_groupself pay",0.00591901357233169,0.00763466968025392,0.00528809487457964,0.00802929464757404,0.00747417281854506,"cc care ntwk"
"1099","resultpositive_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1100","resultpositive_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1101","resultpositive_drive_thru_ind",0.067008012739604,0.852237252861602,0.0598655036677808,0.743479574368098,8.13127667635803,"cc care ntwk"
"1102","resultpositive_std_pan_day",-0.0084234984106752,0.00220471811730178,-0.00752562200224418,0.11281027439652,-0.0180987581544244,"cc care ntwk"
"1103","resultpositive_std_age",-0.000488036689745308,-0.0103495478867727,-0.000436015948622385,0.103495818974142,-0.0466118137363042,"cc care ntwk"
"1104","resultpositive_std_drive_thru_ind",0.067008012739604,0.852237252861602,0.0598655036677808,0.743479574368098,8.13127667635803,"cc care ntwk"
"1105","pan_day_age",-0.00661569088237115,0.113172907579798,0.926720146350953,1.31782388789655,1.01029158391133,"cc care ntwk"
"1106","pan_day_gendermale",0.0656686725314123,-0.00388558100600861,0.0312872289404793,0.238640659385674,0.0103197689084316,"cc care ntwk"
"1107","pan_day_demo_groupother adult",0,0,0,0,0,"cc care ntwk"
"1108","pan_day_demo_grouppatient",0,0,0,0,0,"cc care ntwk"
"1109","pan_day_payor_groupcommercial",-0.048698354112564,0.0276158135817873,0.124351713555653,0.208078539905953,0.028598801384476,"cc care ntwk"
"1110","pan_day_payor_groupgovernment",0.0451468975789087,0.0248563817835895,-0.140076518886757,0.217304147376104,-0.0281278023538167,"cc care ntwk"
"1111","pan_day_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1112","pan_day_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1113","pan_day_payor_groupself pay",0.00355145653365527,0.00373673953650714,0.0157248053311045,0.0242153331577931,0.00365818538894737,"cc care ntwk"
"1114","pan_day_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1115","pan_day_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1116","pan_day_drive_thru_ind",0.0527678206085388,-1.19765573286986,-0.178282374145286,1.47654114112486,-11.4269472430263,"cc care ntwk"
"1117","pan_day_std_pan_day",-0.114374859982836,-0.114374859982836,1.81207746923814,1.81207746923814,1.81207746923814,"cc care ntwk"
"1118","pan_day_std_age",-0.00661569088237125,0.113172907579798,0.926720146350953,1.31782388789655,1.01029158391133,"cc care ntwk"
"1119","pan_day_std_drive_thru_ind",0.0527678206085388,-1.19765573286986,-0.178282374145286,1.47654114112486,-11.4269472430263,"cc care ntwk"
"1120","age_gendermale",-0.068580385124723,-0.000708550926483044,-0.217033451169186,0.251632503674977,0.0018818503101217,"cc care ntwk"
"1121","age_demo_groupother adult",0,0,0,0,0,"cc care ntwk"
"1122","age_demo_grouppatient",0,0,0,0,0,"cc care ntwk"
"1123","age_payor_groupcommercial",0.0958114958311354,0.0456101026893602,0.431698113289043,0.253140751178719,0.047233599114343,"cc care ntwk"
"1124","age_payor_groupgovernment",-0.0927496278696406,0.0409621653056855,-0.434335327144094,0.254373105830015,-0.0463533148039822,"cc care ntwk"
"1125","age_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1126","age_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1127","age_payor_groupself pay",-0.0030618679614948,0.00584947609675558,0.00263721385505098,0.0178864527269506,0.00572650776996623,"cc care ntwk"
"1128","age_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1129","age_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1130","age_drive_thru_ind",-0.0217681318810946,-0.863807965659987,-0.128741158984074,0.77320048262737,-8.2416739475292,"cc care ntwk"
"1131","age_std_pan_day",0.113172907579798,-0.00661569088237128,1.01029158391133,1.31782388789655,0.926720146350953,"cc care ntwk"
"1132","age_std_age",0.553554032376733,0.553554032376732,2.46152100390175,2.46152100390175,2.46152100390175,"cc care ntwk"
"1133","age_std_drive_thru_ind",-0.0217681318810946,-0.863807965659986,-0.128741158984074,0.77320048262737,-8.2416739475292,"cc care ntwk"
"1134","gendermale_demo_groupother adult",0,0,0,0,0,"cc care ntwk"
"1135","gendermale_demo_grouppatient",0,0,0,0,0,"cc care ntwk"
"1136","gendermale_payor_groupcommercial",0.0057735557718774,-0.0186036797093828,-0.0153340674801475,0.0576946514721617,-0.0192658796545443,"cc care ntwk"
"1137","gendermale_payor_groupgovernment",-0.00587425732603806,-0.0163173814612168,0.0156015221454989,0.059019652924935,0.0184649594083705,"cc care ntwk"
"1138","gendermale_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1139","gendermale_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1140","gendermale_payor_groupself pay",0.000100701554160652,-0.000995826480033119,-0.000267454665351411,0.00530782612294565,-0.000974892106766746,"cc care ntwk"
"1141","gendermale_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1142","gendermale_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1143","gendermale_drive_thru_ind",0.00550307351001578,-0.536593825875824,-0.0146156898599344,0.296924126973471,-5.11969272215135,"cc care ntwk"
"1144","gendermale_std_pan_day",-0.00388558100600864,0.0656686725314123,0.0103197689084316,0.238640659385674,0.0312872289404792,"cc care ntwk"
"1145","gendermale_std_age",-0.000708550926483071,-0.068580385124723,0.0018818503101217,0.251632503674977,-0.217033451169186,"cc care ntwk"
"1146","gendermale_std_drive_thru_ind",0.00550307351001578,-0.536593825875824,-0.0146156898599344,0.296924126973471,-5.11969272215135,"cc care ntwk"
"1147","demo_groupother adult_demo_grouppatient",0,0,0,0,0,"cc care ntwk"
"1148","demo_groupother adult_payor_groupcommercial",0,0,0,0,0,"cc care ntwk"
"1149","demo_groupother adult_payor_groupgovernment",0,0,0,0,0,"cc care ntwk"
"1150","demo_groupother adult_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1151","demo_groupother adult_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1152","demo_groupother adult_payor_groupself pay",0,0,0,0,0,"cc care ntwk"
"1153","demo_groupother adult_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1154","demo_groupother adult_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1155","demo_groupother adult_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1156","demo_groupother adult_std_pan_day",0,0,0,0,0,"cc care ntwk"
"1157","demo_groupother adult_std_age",0,0,0,0,0,"cc care ntwk"
"1158","demo_groupother adult_std_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1159","demo_grouppatient_payor_groupcommercial",0,0,0,0,0,"cc care ntwk"
"1160","demo_grouppatient_payor_groupgovernment",0,0,0,0,0,"cc care ntwk"
"1161","demo_grouppatient_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1162","demo_grouppatient_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1163","demo_grouppatient_payor_groupself pay",0,0,0,0,0,"cc care ntwk"
"1164","demo_grouppatient_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1165","demo_grouppatient_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1166","demo_grouppatient_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1167","demo_grouppatient_std_pan_day",0,0,0,0,0,"cc care ntwk"
"1168","demo_grouppatient_std_age",0,0,0,0,0,"cc care ntwk"
"1169","demo_grouppatient_std_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1170","payor_groupcommercial_payor_groupgovernment",-0.0680692776963463,0.0586804118071951,-0.0704922108290305,0.0706436441498232,-0.0664035111676259,"cc care ntwk"
"1171","payor_groupcommercial_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1172","payor_groupcommercial_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1173","payor_groupcommercial_payor_groupself pay",-0.00230743314224903,-0.00708143274690219,-0.00238956646878069,0.00254099978957346,-0.00693256609256354,"cc care ntwk"
"1174","payor_groupcommercial_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1175","payor_groupcommercial_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1176","payor_groupcommercial_drive_thru_ind",0.0212090131573375,0.64180830153775,0.0219639502218924,0.423397819624868,6.12355404022024,"cc care ntwk"
"1177","payor_groupcommercial_std_pan_day",0.0276158135817873,-0.048698354112564,0.028598801384476,0.208078539905953,0.124351713555653,"cc care ntwk"
"1178","payor_groupcommercial_std_age",0.0456101026893602,0.0958114958311353,0.047233599114343,0.253140751178719,0.431698113289043,"cc care ntwk"
"1179","payor_groupcommercial_std_drive_thru_ind",0.0212090131573375,0.64180830153775,0.0219639502218924,0.423397819624868,6.12355404022024,"cc care ntwk"
"1180","payor_groupgovernment_payor_groupmedical assistance",0,0,0,0,0,"cc care ntwk"
"1181","payor_groupgovernment_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1182","payor_groupgovernment_payor_groupself pay",0.00366752573794969,-0.0130563916271009,-0.00415021944797662,0.00839035243017394,-0.012781918733164,"cc care ntwk"
"1183","payor_groupgovernment_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1184","payor_groupgovernment_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1185","payor_groupgovernment_drive_thru_ind",0.0176841686868699,-0.620765406405365,-0.0200116334688837,0.396312831242844,-5.92278177660647,"cc care ntwk"
"1186","payor_groupgovernment_std_pan_day",0.0248563817835894,0.0451468975789087,-0.0281278023538167,0.217304147376103,-0.140076518886757,"cc care ntwk"
"1187","payor_groupgovernment_std_age",0.0409621653056855,-0.0927496278696406,-0.0463533148039821,0.254373105830015,-0.434335327144094,"cc care ntwk"
"1188","payor_groupgovernment_std_drive_thru_ind",0.0176841686868699,-0.620765406405365,-0.0200116334688837,0.396312831242844,-5.92278177660647,"cc care ntwk"
"1189","payor_groupmedical assistance_payor_groupother",0,0,0,0,0,"cc care ntwk"
"1190","payor_groupmedical assistance_payor_groupself pay",0,0,0,0,0,"cc care ntwk"
"1191","payor_groupmedical assistance_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1192","payor_groupmedical assistance_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1193","payor_groupmedical assistance_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1194","payor_groupmedical assistance_std_pan_day",0,0,0,0,0,"cc care ntwk"
"1195","payor_groupmedical assistance_std_age",0,0,0,0,0,"cc care ntwk"
"1196","payor_groupmedical assistance_std_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1197","payor_groupother_payor_groupself pay",0,0,0,0,0,"cc care ntwk"
"1198","payor_groupother_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1199","payor_groupother_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1200","payor_groupother_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1201","payor_groupother_std_pan_day",0,0,0,0,0,"cc care ntwk"
"1202","payor_groupother_std_age",0,0,0,0,0,"cc care ntwk"
"1203","payor_groupother_std_drive_thru_ind",0,0,0,0,0,"cc care ntwk"
"1204","payor_groupself pay_patient_classemergency",0,0,0,0,0,"cc care ntwk"
"1205","payor_groupself pay_patient_classoutpatient",0,0,0,0,0,"cc care ntwk"
"1206","payor_groupself pay_drive_thru_ind",-0.00213408950933074,-0.0210428951323852,-0.00208922644606826,0.000678803068786621,-0.200772263613779,"cc care ntwk"
"1207","payor_groupself pay_std_pan_day",0.00373673953650714,0.00355145653365527,0.00365818538894737,0.0242153331577931,0.0157248053311045,"cc care ntwk"
"1208","payor_groupself pay_std_age",0.00584947609675558,-0.0030618679614948,0.00572650776996623,0.0178864527269506,0.00263721385505098,"cc care ntwk"
"1209","payor_groupself pay_std_drive_thru_ind",-0.00213408950933074,-0.0210428951323852,-0.00208922644606826,0.000678803068786621,-0.200772263613778,"cc care ntwk"
