"","resultnegative","resultpositive","pan_day","age","gendermale","demo_groupother adult","demo_grouppatient","payor_groupcommercial","payor_groupgovernment","payor_groupmedical assistance","payor_groupother","payor_groupself pay","patient_classemergency","patient_classoutpatient","drive_thru_ind","std_pan_day","std_age","std_drive_thru_ind","clinic_name"
"std_drive_thru_ind.8",-0.00512485928183747,0.00512485928183747,-0.0418335654685432,-0.228184904263708,0.0371552297933217,0.00128121482045937,0.062779526202509,0.0363010865796821,0.0269055112296467,0,0,-0.0632065978093288,0.00854143213639578,-0.0397176594342404,1,-0.0418335654685432,-0.228184904263708,1,"clinical lab"
"resultnegative.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"resultpositive.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"pan_day.9",0,0,1,0.877204381774766,0,0,0,0.546683145176682,-0.546683145176682,0,0,0,0,0,0,1,0.877204381774766,0,"diag radiology"
"age.9",0,0,0.877204381774766,1,0,0,0,0.568692998267051,-0.568692998267051,0,0,0,0,0,0,0.877204381774766,1,0,"diag radiology"
"gendermale.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"demo_groupother.adult.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"demo_grouppatient.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"payor_groupcommercial.9",0,0,0.546683145176682,0.568692998267051,0,0,0,0.333333333333333,-0.333333333333333,0,0,0,0,0,0,0.546683145176682,0.568692998267051,0,"diag radiology"
"payor_groupgovernment.9",0,0,-0.546683145176682,-0.568692998267051,0,0,0,-0.333333333333333,0.333333333333333,0,0,0,0,0,0,-0.546683145176682,-0.568692998267051,0,"diag radiology"
"payor_groupmedical.assistance.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"payor_groupother.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"payor_groupself.pay.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"patient_classemergency.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"patient_classoutpatient.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"drive_thru_ind.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"std_pan_day.9",0,0,1,0.877204381774766,0,0,0,0.546683145176682,-0.546683145176682,0,0,0,0,0,0,1,0.877204381774766,0,"diag radiology"
"std_age.9",0,0,0.877204381774766,1,0,0,0,0.568692998267051,-0.568692998267051,0,0,0,0,0,0,0.877204381774766,1,0,"diag radiology"
"std_drive_thru_ind.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diag radiology"
"resultnegative.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"resultpositive.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"pan_day.10",0,0,1,0.275430916759811,-0.0623123600600189,0,0,0.0110894878072915,-0.0110894878072915,0,0,0,0,0,0,1,0.275430916759811,0,"dialysis"
"age.10",0,0,0.275430916759811,1,0.0956456199717621,0,0,-0.0179335537447054,0.0179335537447054,0,0,0,0,0,0,0.275430916759811,1,0,"dialysis"
"gendermale.10",0,0,-0.0623123600600189,0.0956456199717621,0.151515151515152,0,0,0.0454545454545455,-0.0454545454545455,0,0,0,0,0,0,-0.0623123600600189,0.0956456199717621,0,"dialysis"
"demo_groupother.adult.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"demo_grouppatient.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"payor_groupcommercial.10",0,0,0.0110894878072915,-0.0179335537447054,0.0454545454545455,0,0,0.204545454545455,-0.204545454545455,0,0,0,0,0,0,0.0110894878072915,-0.0179335537447054,0,"dialysis"
"payor_groupgovernment.10",0,0,-0.0110894878072915,0.0179335537447054,-0.0454545454545455,0,0,-0.204545454545455,0.204545454545455,0,0,0,0,0,0,-0.0110894878072915,0.0179335537447054,0,"dialysis"
"payor_groupmedical.assistance.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"payor_groupother.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"payor_groupself.pay.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"patient_classemergency.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"patient_classoutpatient.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"drive_thru_ind.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"std_pan_day.10",0,0,1,0.275430916759811,-0.0623123600600189,0,0,0.0110894878072915,-0.0110894878072915,0,0,0,0,0,0,1,0.275430916759811,0,"dialysis"
"std_age.10",0,0,0.275430916759811,1,0.0956456199717621,0,0,-0.0179335537447054,0.0179335537447054,0,0,0,0,0,0,0.275430916759811,1,0,"dialysis"
"std_drive_thru_ind.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialysis"
"resultnegative.11",0.0571715059783784,-0.0571715059783784,0.00278861999433298,-0.0143263517522499,0.00258404232314509,-0.000887700696800283,0.000797346677079417,0.0130489936407849,-0.0121319554345326,0,0,-0.000703962492063033,-0.0158951452619922,0,0.00547117800617168,0.00278861999433298,-0.0143263517522499,0.00547117800617168,"emergency dept"
"resultpositive.11",-0.0571715059783784,0.0571715059783784,-0.00278861999433298,0.0143263517522499,-0.00258404232314509,0.000887700696800283,-0.000797346677079417,-0.0130489936407849,0.0121319554345326,0,0,0.000703962492063033,0.0158951452619922,0,-0.00547117800617168,-0.00278861999433298,0.0143263517522499,-0.00547117800617168,"emergency dept"
"pan_day.11",0.00278861999433298,-0.00278861999433298,1,0.458239668812457,0.00065219522524692,0.00244542263704237,-0.00242689054561406,-0.000125551382768102,0.00386638135728372,0,0,-0.00350415677635107,0.00208454198640414,0,-0.00589050346766576,1,0.458239668812457,-0.00589050346766576,"emergency dept"
"age.11",-0.0143263517522499,0.0143263517522499,0.458239668812457,1,-0.00477520446902616,0.020660786685925,-0.0253804092172804,0.0207756337017145,-0.0205375345547539,0,0,0.000514686682333063,0.0273283183168119,0,-0.0470052696509166,0.458239668812457,1,-0.0470052696509166,"emergency dept"
"gendermale.11",0.00258404232314509,-0.00258404232314509,0.00065219522524692,-0.00477520446902616,0.249938225948407,0.000417336402064369,-0.000806988112110607,0.00402805382124504,-0.00429567251075364,0,0,0.000792112755205342,0.00170088687428808,0,-0.00410190480787034,0.00065219522524692,-0.00477520446902616,-0.00410190480787034,"emergency dept"
"demo_groupother.adult.11",-0.000887700696800283,0.000887700696800283,0.00244542263704237,0.020660786685925,0.000417336402064369,0.00369817900839218,-0.00369266961694579,0.000897342131831473,-0.00155984645326039,0,0,0.000672145756460106,0.00187457043963566,0,-0.000916791990223363,0.00244542263704237,0.020660786685925,-0.000916791990223363,"emergency dept"
"demo_grouppatient.11",0.000797346677079417,-0.000797346677079417,-0.00242689054561406,-0.0253804092172804,-0.000806988112110607,-0.00369266961694579,0.0051697374637241,-0.000588127536902593,0.00121867738794242,0,0,-0.000644047860083495,-0.0018820081180883,0,0.00128350878631271,-0.00242689054561406,-0.0253804092172804,0.00128350878631271,"emergency dept"
"payor_groupcommercial.11",0.0130489936407849,-0.0130489936407849,-0.000125551382768102,0.0207756337017145,0.00402805382124504,0.000897342131831473,-0.000588127536902593,0.248349592924839,-0.238483650192209,0,0,-0.00867522550627864,-0.0591364304377349,0,0.025457243393041,-0.000125551382768102,0.0207756337017145,0.025457243393041,"emergency dept"
"payor_groupgovernment.11",-0.0121319554345326,0.0121319554345326,0.00386638135728372,-0.0205375345547539,-0.00429567251075364,-0.00155984645326039,0.00121867738794242,-0.238483650192209,0.249683692063584,0,0,-0.00984831268000215,0.056430217359266,0,-0.0201398498497455,0.00386638135728372,-0.0205375345547539,-0.0201398498497455,"emergency dept"
"payor_groupmedical.assistance.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"emergency dept"
"payor_groupother.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"emergency dept"
"payor_groupself.pay.11",-0.000703962492063033,0.000703962492063033,-0.00350415677635107,0.000514686682333063,0.000792112755205342,0.000672145756460106,-0.000644047860083495,-0.00867522550627864,-0.00984831268000215,0,0,0.0185727095049399,0.00362118526292882,0,-0.00467563915013915,-0.00350415677635107,0.000514686682333063,-0.00467563915013915,"emergency dept"
"patient_classemergency.11",-0.0158951452619922,0.0158951452619922,0.00208454198640414,0.0273283183168119,0.00170088687428808,0.00187457043963566,-0.0018820081180883,-0.0591364304377349,0.056430217359266,0,0,0.00362118526292882,0.250067696647398,0,-0.0378161908999553,0.00208454198640414,0.027328318316812,-0.0378161908999553,"emergency dept"
"patient_classoutpatient.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"emergency dept"
"drive_thru_ind.11",0.00547117800617168,-0.00547117800617168,-0.00589050346766576,-0.0470052696509166,-0.00410190480787034,-0.000916791990223363,0.00128350878631271,0.025457243393041,-0.0201398498497455,0,0,-0.00467563915013915,-0.0378161908999553,0,1,-0.00589050346766576,-0.0470052696509166,1,"emergency dept"
"std_pan_day.11",0.00278861999433298,-0.00278861999433298,1,0.458239668812457,0.00065219522524692,0.00244542263704237,-0.00242689054561406,-0.000125551382768102,0.00386638135728372,0,0,-0.00350415677635107,0.00208454198640414,0,-0.00589050346766576,1,0.458239668812457,-0.00589050346766576,"emergency dept"
"std_age.11",-0.0143263517522499,0.0143263517522499,0.458239668812457,1,-0.00477520446902616,0.020660786685925,-0.0253804092172804,0.0207756337017145,-0.0205375345547539,0,0,0.000514686682333063,0.027328318316812,0,-0.0470052696509166,0.458239668812457,1,-0.0470052696509166,"emergency dept"
"std_drive_thru_ind.11",0.00547117800617168,-0.00547117800617168,-0.00589050346766576,-0.0470052696509166,-0.00410190480787034,-0.000916791990223363,0.00128350878631271,0.025457243393041,-0.0201398498497455,0,0,-0.00467563915013915,-0.0378161908999553,0,1,-0.00589050346766576,-0.0470052696509166,1,"emergency dept"
"resultnegative.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"resultpositive.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"pan_day.12",0,0,1,1,-0.707106781186548,0,0,0.707106781186548,-0.707106781186548,0,0,0,0,0,0,1,1,0,"fluoro radiology"
"age.12",0,0,1,1,-0.707106781186547,0,0,0.707106781186547,-0.707106781186547,0,0,0,0,0,0,1,1,0,"fluoro radiology"
"gendermale.12",0,0,-0.707106781186548,-0.707106781186547,0.5,0,0,-0.5,0.5,0,0,0,0,0,0,-0.707106781186548,-0.707106781186547,0,"fluoro radiology"
"demo_groupother.adult.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"demo_grouppatient.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"payor_groupcommercial.12",0,0,0.707106781186548,0.707106781186547,-0.5,0,0,0.5,-0.5,0,0,0,0,0,0,0.707106781186548,0.707106781186547,0,"fluoro radiology"
"payor_groupgovernment.12",0,0,-0.707106781186548,-0.707106781186547,0.5,0,0,-0.5,0.5,0,0,0,0,0,0,-0.707106781186548,-0.707106781186547,0,"fluoro radiology"
"payor_groupmedical.assistance.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"payor_groupother.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"payor_groupself.pay.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"patient_classemergency.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"patient_classoutpatient.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"drive_thru_ind.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"std_pan_day.12",0,0,1,1,-0.707106781186548,0,0,0.707106781186548,-0.707106781186548,0,0,0,0,0,0,1,1,0,"fluoro radiology"
"std_age.12",0,0,1,1,-0.707106781186547,0,0,0.707106781186547,-0.707106781186547,0,0,0,0,0,0,1,1,0,"fluoro radiology"
"std_drive_thru_ind.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"resultnegative.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"resultpositive.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"pan_day.13",0,0,1,-1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,1,-1,0,"gastroenterology"
"age.13",0,0,-1,1,-0.707106781186548,0,0,0,0,0,0,0,0,0,0,-1,1,0,"gastroenterology"
"gendermale.13",0,0,0.707106781186547,-0.707106781186548,0.5,0,0,0,0,0,0,0,0,0,0,0.707106781186547,-0.707106781186547,0,"gastroenterology"
"demo_groupother.adult.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"demo_grouppatient.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"payor_groupcommercial.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"payor_groupgovernment.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"payor_groupmedical.assistance.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"payor_groupother.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"payor_groupself.pay.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"patient_classemergency.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"patient_classoutpatient.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"drive_thru_ind.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"std_pan_day.13",0,0,1,-1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,1,-1,0,"gastroenterology"
"std_age.13",0,0,-1,1,-0.707106781186547,0,0,0,0,0,0,0,0,0,0,-1,1,0,"gastroenterology"
"std_drive_thru_ind.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gastroenterology"
"resultnegative.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"resultpositive.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"pan_day.14",0,0,1,1,-0.707106781186548,0,0,0,0,0,0,0,0,0,0,1,1,0,"gi endoscopy ste"
"age.14",0,0,1,1,-0.707106781186547,0,0,0,0,0,0,0,0,0,0,1,1,0,"gi endoscopy ste"
"gendermale.14",0,0,-0.707106781186548,-0.707106781186547,0.5,0,0,0,0,0,0,0,0,0,0,-0.707106781186548,-0.707106781186547,0,"gi endoscopy ste"
"demo_groupother.adult.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"demo_grouppatient.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"payor_groupcommercial.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"payor_groupgovernment.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"payor_groupmedical.assistance.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"payor_groupother.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"payor_groupself.pay.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"patient_classemergency.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"patient_classoutpatient.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"drive_thru_ind.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"std_pan_day.14",0,0,1,1,-0.707106781186548,0,0,0,0,0,0,0,0,0,0,1,1,0,"gi endoscopy ste"
"std_age.14",0,0,1,1,-0.707106781186547,0,0,0,0,0,0,0,0,0,0,1,1,0,"gi endoscopy ste"
"std_drive_thru_ind.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gi endoscopy ste"
"resultnegative.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"resultpositive.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"pan_day.15",0,0,1,1,-0.707106781186548,0,0,0,0,0,0,0,0,0,0,1,1,0,"heart station"
"age.15",0,0,1,1,-0.707106781186547,0,0,0,0,0,0,0,0,0,0,1,1,0,"heart station"
"gendermale.15",0,0,-0.707106781186548,-0.707106781186547,0.5,0,0,0,0,0,0,0,0,0,0,-0.707106781186547,-0.707106781186548,0,"heart station"
"demo_groupother.adult.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"demo_grouppatient.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"payor_groupcommercial.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"payor_groupgovernment.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"payor_groupmedical.assistance.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"payor_groupother.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"payor_groupself.pay.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"patient_classemergency.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"patient_classoutpatient.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"drive_thru_ind.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"std_pan_day.15",0,0,1,1,-0.707106781186547,0,0,0,0,0,0,0,0,0,0,1,1,0,"heart station"
"std_age.15",0,0,1,1,-0.707106781186548,0,0,0,0,0,0,0,0,0,0,1,1,0,"heart station"
"std_drive_thru_ind.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"heart station"
"resultnegative.16",0.0151515151515152,-0.0151515151515152,0.0311987530226563,0.0155994811692729,0.00745920745920746,0,0,0.0128205128205128,-0.0128205128205128,0,0,0,0,-0.000233100233100233,0.00567025187180317,0.0311987530226563,0.0155994811692729,0.00567025187180317,"hem onc day hosp"
"resultpositive.16",-0.0151515151515152,0.0151515151515152,-0.0311987530226563,-0.0155994811692729,-0.00745920745920746,0,0,-0.0128205128205128,0.0128205128205128,0,0,0,0,0.000233100233100233,-0.00567025187180317,-0.0311987530226563,-0.0155994811692729,-0.00567025187180317,"hem onc day hosp"
"pan_day.16",0.0311987530226563,-0.0311987530226563,1,0.555631069085263,0.0697701220333756,0,0,0.082087785330505,-0.082087785330505,0,0,0,0,-0.00203196489427099,0.19016780358934,1,0.555631069085263,0.19016780358934,"hem onc day hosp"
"age.16",0.0155994811692729,-0.0155994811692729,0.555631069085263,1,-0.019075013243256,0,0,0.0382308528138139,-0.0382308528138139,0,0,0,0,-0.0110732068403647,-0.168595747695848,0.555631069085263,1,-0.168595747695848,"hem onc day hosp"
"gendermale.16",0.00745920745920746,-0.00745920745920746,0.0697701220333756,-0.019075013243256,0.253613053613054,0,0,0.0512820512820513,-0.0512820512820513,0,0,0,0,0.00745920745920746,0.0524498298141793,0.0697701220333755,-0.019075013243256,0.0524498298141793,"hem onc day hosp"
"demo_groupother.adult.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hem onc day hosp"
"demo_grouppatient.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hem onc day hosp"
"payor_groupcommercial.16",0.0128205128205128,-0.0128205128205128,0.082087785330505,0.0382308528138139,0.0512820512820513,0,0,0.141025641025641,-0.141025641025641,0,0,0,0,-0.00256410256410256,0.0623727705898348,0.082087785330505,0.0382308528138139,0.0623727705898348,"hem onc day hosp"
"payor_groupgovernment.16",-0.0128205128205128,0.0128205128205128,-0.082087785330505,-0.0382308528138139,-0.0512820512820513,0,0,-0.141025641025641,0.141025641025641,0,0,0,0,0.00256410256410256,-0.0623727705898348,-0.082087785330505,-0.0382308528138139,-0.0623727705898348,"hem onc day hosp"
"payor_groupmedical.assistance.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hem onc day hosp"
"payor_groupother.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hem onc day hosp"
"payor_groupself.pay.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hem onc day hosp"
"patient_classemergency.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hem onc day hosp"
"patient_classoutpatient.16",-0.000233100233100233,0.000233100233100233,-0.00203196489427099,-0.0110732068403647,0.00745920745920746,0,0,-0.00256410256410256,0.00256410256410256,0,0,0,0,0.0151515151515152,0.00567025187180317,-0.00203196489427099,-0.0110732068403647,0.00567025187180317,"hem onc day hosp"
"drive_thru_ind.16",0.00567025187180317,-0.00567025187180317,0.19016780358934,-0.168595747695848,0.0524498298141793,0,0,0.0623727705898348,-0.0623727705898348,0,0,0,0,0.00567025187180317,1,0.19016780358934,-0.168595747695848,1,"hem onc day hosp"
"std_pan_day.16",0.0311987530226563,-0.0311987530226563,1,0.555631069085263,0.0697701220333755,0,0,0.082087785330505,-0.082087785330505,0,0,0,0,-0.00203196489427099,0.19016780358934,1,0.555631069085263,0.19016780358934,"hem onc day hosp"
"std_age.16",0.0155994811692729,-0.0155994811692729,0.555631069085263,1,-0.019075013243256,0,0,0.0382308528138139,-0.0382308528138139,0,0,0,0,-0.0110732068403647,-0.168595747695848,0.555631069085263,1,-0.168595747695848,"hem onc day hosp"
"std_drive_thru_ind.16",0.00567025187180317,-0.00567025187180317,0.19016780358934,-0.168595747695848,0.0524498298141793,0,0,0.0623727705898348,-0.0623727705898348,0,0,0,0,0.00567025187180317,1,0.19016780358934,-0.168595747695848,1,"hem onc day hosp"
"resultnegative.17",0.014283723522854,-0.014283723522854,-0.0108586828713094,-0.000718699555634539,0.00283351913786696,0,0,0.00787346711259755,-0.00787346711259755,0,0,0,0,0,0.00100489165982831,-0.0108586828713094,-0.00071869955563454,0.00100489165982831,"inpatient ward a"
"resultpositive.17",-0.014283723522854,0.014283723522854,0.0108586828713094,0.000718699555634539,-0.00283351913786696,0,0,-0.00787346711259755,0.00787346711259755,0,0,0,0,0,-0.00100489165982831,0.0108586828713094,0.00071869955563454,-0.00100489165982831,"inpatient ward a"
"pan_day.17",-0.0108586828713094,0.0108586828713094,1,-0.014327805095612,0.0723632688644014,0,0,0.00138353874422088,-0.00138353874422088,0,0,0,0,0,-0.0792100611864495,1,-0.014327805095612,-0.0792100611864495,"inpatient ward a"
"age.17",-0.000718699555634539,0.000718699555634539,-0.014327805095612,1,0.0164161583445536,0,0,0.0113222050633912,-0.0113222050633912,0,0,0,0,0,0.013486169770046,-0.014327805095612,1,0.013486169770046,"inpatient ward a"
"gendermale.17",0.00283351913786696,-0.00283351913786696,0.0723632688644014,0.0164161583445536,0.250371609067261,0,0,-0.0181623931623932,0.0181623931623932,0,0,0,0,0,0.0328264608877249,0.0723632688644014,0.0164161583445536,0.0328264608877249,"inpatient ward a"
"demo_groupother.adult.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward a"
"demo_grouppatient.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward a"
"payor_groupcommercial.17",0.00787346711259755,-0.00787346711259755,0.00138353874422088,0.0113222050633912,-0.0181623931623932,0,0,0.249326458565589,-0.249326458565589,0,0,0,0,0,-0.0378509191868665,0.00138353874422089,0.0113222050633912,-0.0378509191868665,"inpatient ward a"
"payor_groupgovernment.17",-0.00787346711259755,0.00787346711259755,-0.00138353874422088,-0.0113222050633912,0.0181623931623932,0,0,-0.249326458565589,0.249326458565589,0,0,0,0,0,0.0378509191868665,-0.00138353874422089,-0.0113222050633912,0.0378509191868665,"inpatient ward a"
"payor_groupmedical.assistance.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward a"
"payor_groupother.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward a"
"payor_groupself.pay.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward a"
"patient_classemergency.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward a"
"patient_classoutpatient.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward a"
"drive_thru_ind.17",0.00100489165982831,-0.00100489165982831,-0.0792100611864495,0.013486169770046,0.0328264608877249,0,0,-0.0378509191868665,0.0378509191868665,0,0,0,0,0,1,-0.0792100611864495,0.013486169770046,1,"inpatient ward a"
"std_pan_day.17",-0.0108586828713094,0.0108586828713094,1,-0.014327805095612,0.0723632688644014,0,0,0.00138353874422089,-0.00138353874422089,0,0,0,0,0,-0.0792100611864495,1,-0.014327805095612,-0.0792100611864495,"inpatient ward a"
"std_age.17",-0.00071869955563454,0.00071869955563454,-0.014327805095612,1,0.0164161583445536,0,0,0.0113222050633912,-0.0113222050633912,0,0,0,0,0,0.013486169770046,-0.014327805095612,1,0.013486169770046,"inpatient ward a"
"std_drive_thru_ind.17",0.00100489165982831,-0.00100489165982831,-0.0792100611864495,0.013486169770046,0.0328264608877249,0,0,-0.0378509191868665,0.0378509191868665,0,0,0,0,0,1,-0.0792100611864495,0.013486169770046,1,"inpatient ward a"
"resultnegative.18",0.070253164556962,-0.070253164556962,0.0262992802995294,0.0516249872786312,-0.00854430379746835,0,0,0.0348101265822785,-0.0357594936708861,0,0,0.000949367088607595,0,0,0.0285261847923361,0.0262992802995294,0.0516249872786312,0.0285261847923361,"inpatient ward b"
"resultpositive.18",-0.070253164556962,0.070253164556962,-0.0262992802995294,-0.0516249872786312,0.00854430379746835,0,0,-0.0348101265822785,0.0357594936708861,0,0,-0.000949367088607595,0,0,-0.0285261847923361,-0.0262992802995294,-0.0516249872786312,-0.0285261847923361,"inpatient ward b"
"pan_day.18",0.0262992802995294,-0.0262992802995294,1,0.332034150295555,-0.00177697839861685,0,0,0.054730934677399,-0.0655112702956746,0,0,0.0107803356182756,0,0,0.184386944773596,1,0.332034150295555,0.184386944773596,"inpatient ward b"
